Feha de la Medda,Hora de la Medda,FASE AB,FASE BC,FASE AC,FASE A,FASE B,FASE  C,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
22/01/2015,14:15:09,416.49,421.62,420.03,8.6,9.71,8.09,,,,,6175.6
22/01/2015,14:20:09,416.69,421.68,421.48,8.87,9.77,8.36,,,,,6378.42
22/01/2015,14:25:09,417.04,422.44,421.24,8.83,9.65,8.32,,,,,6348.59
22/01/2015,14:30:09,417.44,422.39,421.03,8.7,9.63,8.25,,,,,6279.55
22/01/2015,14:35:09,417.88,422.59,420.96,8.8,9.74,8.31,,,,,6338.73
22/01/2015,14:40:09,418.27,423.29,421.54,8.51,9.51,8.07,,,,,6156.16
22/01/2015,14:45:09,417.71,422.39,421.23,8.51,9.38,8.03,,,,,6134.3
22/01/2015,14:50:09,408.84,419.08,420.56,8.25,8.77,7.97,,,,,5823.17
22/01/2015,14:55:09,413.84,418.45,418.46,6.77,7.57,6.34,,,,,4828.12
22/01/2015,15:00:09,416.17,420.78,419.63,6.92,7.78,6.51,,,,,4972.03
22/01/2015,15:05:09,415.23,420,418.59,6.5,7.39,6.09,,,,,4659.35
22/01/2015,15:10:09,416.61,421.76,419.47,6.72,7.83,6.32,,,,,4851.45
22/01/2015,15:15:09,414.79,419.67,418.83,6.07,7.15,5.63,,,,,4337.42
22/01/2015,15:20:09,413.87,419.54,417.96,5.97,6.96,5.57,,,,,4275.89
22/01/2015,15:25:09,414.56,419.89,418.34,5.42,6.49,5.01,,,,,3875.43
22/01/2015,15:30:09,410.93,416.33,415.26,4.7,5.77,4.33,,,,,3342.67
22/01/2015,15:35:09,412.48,417.41,416.16,3.81,4.84,3.45,,,,,2702.61
22/01/2015,15:40:09,409.93,415.24,413.57,2.48,3.75,2.21,,,,,1751.36
22/01/2015,15:45:09,410.22,416.36,414.33,3.52,4.74,3.17,,,,,2490.85
22/01/2015,15:50:09,411.1,416.86,414.94,3.95,5.24,3.54,,,,,2779.83
22/01/2015,15:55:09,410.6,416.86,414.68,3.4,4.64,3.02,,,,,2385.37
22/01/2015,16:00:09,402.44,413.18,413.88,4.31,5.48,3.95,,,,,2984.74
22/01/2015,16:05:09,411.98,417.46,415.91,3.7,4.83,3.3,,,,,2604.17
22/01/2015,16:10:09,412.21,418.03,416.66,3.82,5.01,3.39,,,,,2680.88
22/01/2015,16:15:09,411.13,416.54,415.43,3.18,4.36,2.82,,,,,2230.8
22/01/2015,16:20:09,410.81,416.75,415.75,3.6,4.83,3.22,,,,,2536.28
22/01/2015,16:25:09,411.32,416.53,414.8,3.36,4.6,3.01,,,,,2372.33
22/01/2015,16:30:09,410.55,416.62,414.7,2.73,4.03,2.39,,,,,1917.13
22/01/2015,16:35:09,409.69,415.22,413.92,1.62,3.07,1.37,,,,,1111.17
22/01/2015,16:40:09,408.43,414.32,413.85,1.51,3.02,1.25,,,,,1024.26
22/01/2015,16:45:09,410.18,416.19,414.51,1.78,3.31,1.53,,,,,1235.43
22/01/2015,16:50:09,411.42,416.74,415.68,2.36,3.72,2.1,,,,,1668.46
22/01/2015,16:55:09,410.21,415.47,414.18,2.92,4.17,2.54,,,,,2033.4
22/01/2015,17:00:09,408.82,414.8,414.08,2.61,3.98,2.34,,,,,1850.88
22/01/2015,17:05:09,408.56,413.71,412.95,2.33,3.75,2.08,,,,,1646.98
22/01/2015,17:10:09,409.73,414.85,413.91,2.1,3.54,1.82,,,,,1463.75
22/01/2015,17:15:09,409.6,415.2,413.57,1.77,3.22,1.5,,,,,1214.04
22/01/2015,17:20:09,407.46,412.91,411.71,1.39,2.95,1.13,,,,,935.36
22/01/2015,17:25:09,407.7,413.37,412.03,1,2.64,0,,,,,358.15
22/01/2015,17:30:09,408.9,415.26,413.95,1.02,2.82,0,,,,,361.13
22/01/2015,17:35:09,407.52,414.26,412.29,0,2.78,0,,,,,0
22/01/2015,17:40:09,407.27,414.08,412.87,0,2.53,0,,,,,0
22/01/2015,17:45:09,408.92,415.59,414.14,0,2.51,0,,,,,0
22/01/2015,17:50:09,407.76,414.6,413.57,0,2.59,0,,,,,0
22/01/2015,17:55:09,407.2,413.5,412.36,0,2.61,0,,,,,0
22/01/2015,18:00:09,409.28,415.98,414.82,0,2.59,0,,,,,0
22/01/2015,18:05:09,407.08,413.35,412.61,0,2.54,0,,,,,0
22/01/2015,18:10:09,406.54,413.18,412.16,0,2.49,0,,,,,0
22/01/2015,18:15:09,406.58,412.77,411.95,0,2.54,0,,,,,0
22/01/2015,18:20:09,406.26,411.55,410.88,0,2.5,0,,,,,0
22/01/2015,18:25:09,404.93,410.16,409.64,0,2.42,0,,,,,0
22/01/2015,18:30:09,404.66,409.86,410.02,0,2.38,0,,,,,0
22/01/2015,18:35:09,404.19,408.9,409.15,0,2.4,0,,,,,0
22/01/2015,18:40:09,403.32,408.37,409.35,0,2.45,0,,,,,0
22/01/2015,18:45:09,404.4,409.73,409.21,0,2.53,0,,,,,0
22/01/2015,18:50:09,404.41,409.22,409.12,0,2.39,0,,,,,0
22/01/2015,18:55:09,405.23,410.69,410.56,0,2.39,0,,,,,0
22/01/2015,19:00:09,405.24,410.24,410.14,0,2.26,0,,,,,0
22/01/2015,19:05:09,404.63,408.97,409.57,0,2.1,0,,,,,0
22/01/2015,19:10:09,406.17,411.02,411.26,0,2.21,0,,,,,0
22/01/2015,19:15:09,406.69,411.36,411.26,0,2.25,0,,,,,0
22/01/2015,19:20:09,405.96,410.97,411.56,0,2.25,0,,,,,0
22/01/2015,19:25:09,406.07,410.86,410.7,0,2.28,0,,,,,0
22/01/2015,19:30:09,406.9,411.67,411.64,0,2.24,0,,,,,0
22/01/2015,19:35:09,407,411.66,411.42,0,2.2,0,,,,,0
22/01/2015,19:40:09,407.71,412.04,412.02,0,2.07,0,,,,,0
22/01/2015,19:45:09,408.39,413.06,412.7,0,2.27,0,,,,,0
22/01/2015,19:50:09,408.01,412.64,412.69,0,2.23,0,,,,,0
22/01/2015,19:55:09,408.68,412.94,413.06,0,2.05,0,,,,,0
22/01/2015,20:00:09,407.94,412.91,412.91,0,2.27,0,,,,,0
22/01/2015,20:05:09,409.36,414.09,413.88,0,2.27,0,,,,,0
22/01/2015,20:10:09,409.66,414.25,414.29,0,2.21,0,,,,,0
22/01/2015,20:15:09,408.93,413.51,413.42,0,2.2,0,,,,,0
22/01/2015,20:20:09,409.74,414.21,414.47,0,2.2,0,,,,,0
22/01/2015,20:25:09,410.28,415.02,414.92,0,2.21,0,,,,,0
22/01/2015,20:30:09,406.2,411.03,410.73,0,2.18,0,,,,,0
22/01/2015,20:35:09,406.52,411.84,411.07,0,2.22,0,,,,,0
22/01/2015,20:40:09,407.21,411.85,411.53,0,2.23,0,,,,,0
22/01/2015,20:45:09,407.85,412.31,412.17,0,2.21,0,,,,,0
22/01/2015,20:50:09,407.46,412.09,412.59,0,2.23,0,,,,,0
22/01/2015,20:55:09,407.18,412.36,412,0,2.3,0,,,,,0
22/01/2015,21:00:09,407.24,412.05,411.24,0,2.29,0,,,,,0
22/01/2015,21:05:09,407.28,412.15,411.78,0,2.26,0,,,,,0
22/01/2015,21:10:09,406.95,411.97,411.55,0,2.29,0,,,,,0
22/01/2015,21:15:09,407.62,412.25,412.69,0,2.22,0,,,,,0
22/01/2015,21:20:09,407.54,412.32,411.51,0,2.24,0,,,,,0
22/01/2015,21:25:09,408.05,412.73,412.27,0,2.25,0,,,,,0
22/01/2015,21:30:09,408.34,413.24,412.83,0,2.32,0,,,,,0
22/01/2015,21:35:09,408.85,413.71,413.17,0,2.27,0,,,,,0
22/01/2015,21:40:09,409.01,413.89,413.28,0,2.3,0,,,,,0
22/01/2015,21:45:09,409.05,413.88,413.9,0,2.21,0,,,,,0
22/01/2015,21:50:09,405.06,409.98,409.67,0,2.24,0,,,,,0
22/01/2015,21:55:09,404.34,408.98,408.62,0,2.1,0,,,,,0
22/01/2015,22:00:09,404.67,409.4,408.67,0,2.11,0,,,,,0
22/01/2015,22:05:09,405.08,409.06,408.92,0,2.2,0,,,,,0
22/01/2015,22:10:09,404.89,409.61,409.14,0,2.26,0,,,,,0
22/01/2015,22:15:09,404.7,409.2,408.7,0,2.25,0,,,,,0
22/01/2015,22:20:09,404.74,409.68,409.07,0,2.28,0,,,,,0
22/01/2015,22:25:09,404.81,409.36,408.78,0,2.24,0,,,,,0
22/01/2015,22:30:09,403.51,408.36,408.06,0,2.17,0,,,,,0
22/01/2015,22:35:09,403.41,407.91,408.38,0,2.05,0,,,,,0
22/01/2015,22:40:09,404.53,409.88,408.66,0,2.25,0,,,,,0
22/01/2015,22:45:09,406.11,410.87,410.31,0,2.25,0,,,,,0
22/01/2015,22:50:09,406.64,411.15,410.95,0,2.29,0,,,,,0
22/01/2015,22:55:09,406.75,411.44,410.41,0,2.32,0,,,,,0
22/01/2015,23:00:09,406.42,410.92,410.55,0,2.21,0,,,,,0
22/01/2015,23:05:09,406.43,410.76,410.28,0,2.19,0,,,,,0
22/01/2015,23:10:09,405.38,410.14,409.39,0,2.22,0,,,,,0
22/01/2015,23:15:09,405.8,410.78,409.49,0,2.33,0,,,,,0
22/01/2015,23:20:09,405.94,411.1,410.43,0,2.3,0,,,,,0
22/01/2015,23:25:09,406.14,410.65,410.71,0,2.28,0,,,,,0
22/01/2015,23:30:09,406.99,411.75,410.87,0,2.29,0,,,,,0
22/01/2015,23:35:09,407.07,411.59,410.67,0,2.29,0,,,,,0
22/01/2015,23:40:09,407.1,411.76,411.6,0,2.21,0,,,,,0
22/01/2015,23:45:09,407.64,412.51,411.12,0,2.29,0,,,,,0
22/01/2015,23:50:09,407.75,412.35,411.59,0,2.28,0,,,,,0
22/01/2015,23:55:09,406.66,411.35,410.15,0,2.24,0,,,,,0
23/01/2015,00:00:09,406.37,411.27,410.15,0,2.24,0,,,,,0
23/01/2015,00:05:09,406.34,410.87,410.31,0,2.18,0,,,,,0
23/01/2015,00:10:09,407.56,412,410.85,0,2.22,0,,,,,0
23/01/2015,00:15:09,405.94,410.22,410.26,0,2.08,0,,,,,0
23/01/2015,00:20:09,406.42,410.82,410.15,0,2.24,0,,,,,0
23/01/2015,00:25:09,406.33,410.68,410.14,0,2.27,0,,,,,0
23/01/2015,00:30:09,406.19,410.61,409.74,0,2.29,0,,,,,0
23/01/2015,00:35:09,406.5,411,409.86,0,2.26,0,,,,,0
23/01/2015,00:40:09,407.68,411.6,411.06,0,2.22,0,,,,,0
23/01/2015,00:45:09,406.45,410.42,410.83,0,2.08,0,,,,,0
23/01/2015,00:50:09,406.33,410.75,409.47,0,2.31,0,,,,,0
23/01/2015,00:55:09,406.41,410.71,409.72,0,2.27,0,,,,,0
23/01/2015,01:00:09,406.71,411.14,410.84,0,2.27,0,,,,,0
23/01/2015,01:05:09,407.89,412.61,411.44,0,2.31,0,,,,,0
23/01/2015,01:10:09,408.21,412.54,411.43,0,2.31,0,,,,,0
23/01/2015,01:15:09,407.4,411.37,411.61,0,2.18,0,,,,,0
23/01/2015,01:20:09,407.69,412.06,410.97,0,2.27,0,,,,,0
23/01/2015,01:25:09,407.63,412.24,410.95,0,2.24,0,,,,,0
23/01/2015,01:30:09,408.5,413.05,411.87,0,2.3,0,,,,,0
23/01/2015,01:35:09,408.8,413.37,412.38,0,2.29,0,,,,,0
23/01/2015,01:40:09,408.02,412.94,411.57,0,2.33,0,,,,,0
23/01/2015,01:45:09,408.68,412.73,411.78,0,2.26,0,,,,,0
23/01/2015,01:50:09,408.82,413.17,411.81,0,2.27,0,,,,,0
23/01/2015,01:55:09,409.21,413.78,413.1,0,2.22,0,,,,,0
23/01/2015,02:00:09,408.87,413.65,412.2,0,2.34,0,,,,,0
23/01/2015,02:05:09,409.64,413.97,412.97,0,2.3,0,,,,,0
23/01/2015,02:10:09,409.04,413.47,412.7,0,2.29,0,,,,,0
23/01/2015,02:15:09,409.92,414.52,413.51,0,2.33,0,,,,,0
23/01/2015,02:20:09,408.73,414,412.24,0,2.28,0,,,,,0
23/01/2015,02:25:09,408.96,413.18,412.49,0,2.25,0,,,,,0
23/01/2015,02:30:09,408.9,413.67,412.71,0,2.3,0,,,,,0
23/01/2015,02:35:09,409.37,414.07,413.2,0,2.3,0,,,,,0
23/01/2015,02:40:09,409.93,414.39,413.45,0,2.35,0,,,,,0
23/01/2015,02:45:09,409,413.87,412.56,0,2.34,0,,,,,0
23/01/2015,02:50:09,409.16,413.85,412.82,0,2.26,0,,,,,0
23/01/2015,02:55:09,409.77,413.95,412.61,0,2.27,0,,,,,0
23/01/2015,03:00:09,409.74,414.18,413.4,0,2.28,0,,,,,0
23/01/2015,03:05:09,408.92,413.79,413.08,0,2.3,0,,,,,0
23/01/2015,03:10:09,409.13,413.7,412.43,0,2.33,0,,,,,0
23/01/2015,03:15:09,409.61,414.34,412.85,0,2.39,0,,,,,0
23/01/2015,03:20:09,409.62,414.19,413.12,0,2.26,0,,,,,0
23/01/2015,03:25:09,409.47,413.67,412.67,0,2.27,0,,,,,0
23/01/2015,03:30:09,408.34,412.62,412.45,0,2.24,0,,,,,0
23/01/2015,03:35:09,408.92,413.43,411.83,0,2.34,0,,,,,0
23/01/2015,03:40:09,409.5,413.81,413.12,0,2.32,0,,,,,0
23/01/2015,03:45:09,409.42,413.52,412.67,0,2.33,0,,,,,0
23/01/2015,03:50:09,409.06,413.16,412.53,0,2.3,0,,,,,0
23/01/2015,03:55:09,408.94,413.12,413.55,0,2.23,0,,,,,0
23/01/2015,04:00:09,408.6,413.23,412.31,0,2.25,0,,,,,0
23/01/2015,04:05:09,409.57,413.71,412.85,0,2.26,0,,,,,0
23/01/2015,04:10:09,409.58,413.89,412.55,0,2.34,0,,,,,0
23/01/2015,04:15:09,408.41,412.92,411.9,0,2.27,0,,,,,0
23/01/2015,04:20:09,407.08,412.05,411.78,0,2.3,0,,,,,0
23/01/2015,04:25:09,407.9,412.45,411.39,0,2.37,0,,,,,0
23/01/2015,04:30:09,408.68,412.9,412.3,0,2.26,0,,,,,0
23/01/2015,04:35:09,408.55,412.69,412.28,0,2.27,0,,,,,0
23/01/2015,04:40:09,408.83,413.23,412.15,0,2.34,0,,,,,0
23/01/2015,04:45:09,407.27,411.38,410.31,0,2.3,0,,,,,0
23/01/2015,04:50:09,408.3,412.56,411.97,0,2.35,0,,,,,0
23/01/2015,04:55:09,406.39,410.82,410.62,0,2.34,0,,,,,0
23/01/2015,05:00:09,407.17,411.69,410.62,0,2.33,0,,,,,0
23/01/2015,05:05:09,408.02,412.64,411.7,0,2.3,0,,,,,0
23/01/2015,05:10:09,407.32,412.1,411.22,0,2.34,0,,,,,0
23/01/2015,05:15:09,407.63,412.05,411.33,0,2.37,0,,,,,0
23/01/2015,05:20:09,406.88,411.38,411.11,0,2.38,0,,,,,0
23/01/2015,05:25:09,406.58,411.32,410.52,0,2.31,0,,,,,0
23/01/2015,05:30:09,405.74,410.52,409.55,0,2.36,0,,,,,0
23/01/2015,05:35:09,406.33,410.82,409.96,0,2.29,0,,,,,0
23/01/2015,05:40:09,408.82,413.05,412.52,0,2.29,0,,,,,0
23/01/2015,05:45:09,408.33,412.41,412.12,0,2.26,0,,,,,0
23/01/2015,05:50:09,406.89,411.72,410.64,0,2.34,0,,,,,0
23/01/2015,05:55:09,408.09,413.15,413.17,0,2.37,0,,,,,0
23/01/2015,06:00:09,408.25,413.15,411.98,0,2.37,0,,,,,0
23/01/2015,06:05:09,407.57,412.43,411.92,0,2.39,0,,,,,0
23/01/2015,06:10:09,407.02,412.02,411.33,0,2.29,0,,,,,0
23/01/2015,06:15:09,407.99,412.93,411.9,0,2.32,0,,,,,0
23/01/2015,06:20:09,409.01,413.83,413.26,0,2.38,0,,,,,0
23/01/2015,06:25:09,407.92,412.98,412.12,0,2.41,0,,,,,0
23/01/2015,06:30:09,407.27,411.8,411.69,0,2.08,0,,,,,0
23/01/2015,06:35:09,406.81,411.9,411.36,0,2.39,0,,,,,0
23/01/2015,06:40:09,406.78,411.2,411.21,0,2.18,0,,,,,0
23/01/2015,06:45:09,407.1,412.34,411.82,0,2.43,0,,,,,0
23/01/2015,06:50:09,404.94,410.08,409.73,0,2.31,0,,,,,0
23/01/2015,06:55:09,405.94,411.41,410.1,0,2.41,0,,,,,0
23/01/2015,07:00:09,406.71,411.87,410.67,0,2.41,0,,,,,0
23/01/2015,07:05:09,406.59,411.56,409.7,0,2.33,0,,,,,0
23/01/2015,07:10:09,406.11,411.88,410.22,0,2.22,0,,,,,0
23/01/2015,07:15:09,405.63,411.85,410.31,0,2.36,0,,,,,0
23/01/2015,07:20:09,405.4,412.09,410.41,0,2.39,0,,,,,0
23/01/2015,07:25:09,405.28,411.54,410.02,0,2.33,0,,,,,0
23/01/2015,07:30:09,406.33,412.48,410.54,0,2.32,0,,,,,0
23/01/2015,07:35:09,406.13,412.22,410.23,0,2.38,0,,,,,0
23/01/2015,07:40:09,405.78,411.54,409.48,0,2.33,0,,,,,0
23/01/2015,07:45:09,404.93,410.7,408.75,0,2.34,0,,,,,0
23/01/2015,07:50:09,408.21,414.64,411.75,0,2.61,0,,,,,0
23/01/2015,07:55:09,408.5,414.64,412.5,0,2.5,0,,,,,0
23/01/2015,08:00:09,407.38,414.09,412.42,0,2.5,0,,,,,0
23/01/2015,08:05:09,407.36,413.72,412.24,0,2.43,0,,,,,0
23/01/2015,08:10:09,408.09,413.93,412.49,0,2.33,0,,,,,0
23/01/2015,08:15:09,408.8,414.49,412.91,0.95,2.62,0,,,,,335.65
23/01/2015,08:20:09,408.87,414.65,413.01,1.8,3.48,1.54,,,,,1265.66
23/01/2015,08:25:09,408.54,414.82,414.16,1.31,3,1.06,,,,,879.55
23/01/2015,08:30:09,409,414.99,413.52,0.98,2.69,0,,,,,347.48
23/01/2015,08:35:09,407.55,412.97,411.43,0.99,2.69,0,,,,,355.47
23/01/2015,08:40:09,408.79,414.67,412.81,0,2.54,0,,,,,0
23/01/2015,08:45:09,407.77,413.45,412.28,0,2.43,0,,,,,0
23/01/2015,08:50:09,407.19,412.78,410.94,1.33,3.09,1.08,,,,,901.95
23/01/2015,08:55:09,407.05,413.28,411.23,0.97,2.7,0,,,,,344.38
23/01/2015,09:00:09,405.77,411.62,410.42,0,2.5,0,,,,,0
23/01/2015,09:05:09,404.72,410.92,408.77,0,2.52,0,,,,,0
23/01/2015,09:10:09,406.21,411.96,410.24,1.29,2.9,1.06,,,,,871.85
23/01/2015,09:15:09,407.12,412.41,411.45,1.96,3.38,1.77,,,,,1393.36
23/01/2015,09:20:09,407.67,413.47,411.78,1.86,3.42,1.63,,,,,1303.89
23/01/2015,09:25:09,406.97,412.82,411.28,2.37,3.95,2.12,,,,,1669.37
23/01/2015,09:30:09,405,411.11,409.74,1.95,3.56,1.69,,,,,1345.93
23/01/2015,09:35:09,405.95,411.37,410.17,1.01,2.6,0,,,,,351.94
23/01/2015,09:40:09,405.41,411.61,409.89,0,2.72,0,,,,,0
23/01/2015,09:45:09,406.1,411.05,411.2,1.11,2.52,0,,,,,398.65
23/01/2015,09:50:09,405.57,411.42,409.74,1.38,2.79,1.19,,,,,948.77
23/01/2015,09:55:09,406.26,412.26,410.62,2.12,3.54,1.88,,,,,1481.03
23/01/2015,10:00:09,404.21,409.05,408.13,1.2,2.54,1.01,,,,,801.47
23/01/2015,10:05:09,408.9,413.91,413.03,1.39,2.79,1.17,,,,,954.55
23/01/2015,10:10:09,408.8,414.34,413.9,1.76,3.27,1.5,,,,,1221.66
23/01/2015,10:15:09,410.56,415.74,414.53,2.25,3.7,2.02,,,,,1592.37
23/01/2015,10:20:09,410.36,415.21,414.15,1.8,2.99,1.57,,,,,1247.83
23/01/2015,10:25:09,407.56,413.8,412.54,1.56,3.07,1.3,,,,,1068.54
23/01/2015,10:30:09,410.02,415.95,414.83,2.34,3.85,2.01,,,,,1619.26
23/01/2015,10:35:09,410.28,415.56,414.65,3.42,4.61,3.09,,,,,2417.1
23/01/2015,10:40:09,411.64,416.91,416.23,4.24,5.34,3.87,,,,,3001.22
23/01/2015,10:45:09,412.09,417.73,416.84,5.2,6.37,4.8,,,,,3696.53
23/01/2015,10:50:09,412.71,418.61,417.82,5.87,7.14,5.43,,,,,4181.22
23/01/2015,10:55:09,413.8,419.14,417.72,6.76,7.78,6.3,,,,,4822.65
23/01/2015,11:00:09,411.77,417.45,416.38,5.78,6.99,5.32,,,,,4087.51
23/01/2015,11:05:09,412.77,418.3,417.03,7.48,8.71,6.98,,,,,5317.72
23/01/2015,11:10:09,413.95,419.27,418.37,7.94,8.88,7.39,,,,,5637.56
23/01/2015,11:15:09,414.85,419.64,418.91,7.72,8.68,7.21,,,,,5506.77
23/01/2015,11:20:09,414.16,419.05,418.36,8.26,9.23,7.72,,,,,5880.21
23/01/2015,11:25:09,413.59,418.71,417.76,7.89,8.85,7.39,,,,,5613.36
23/01/2015,11:30:09,413.13,417.87,417.03,7.41,8.21,6.96,,,,,5281.14
23/01/2015,11:35:09,413.63,418.94,417.78,8.13,9.12,7.62,,,,,5791.53
23/01/2015,11:40:09,413.91,419.17,418.05,8.03,9.03,7.52,,,,,5724.1
23/01/2015,11:45:09,413.98,419.44,417.87,8.04,9.19,7.53,,,,,5732.72
23/01/2015,11:50:09,410.49,415.64,414.12,5.07,6.15,4.68,,,,,3578.78
23/01/2015,11:55:09,406.95,411.98,410.64,2.13,3.32,1.91,,,,,1493.43
23/01/2015,12:00:09,412.22,416.66,416.3,6.61,7.29,6.19,,,,,4695.82
23/01/2015,12:05:09,411.41,416.1,415.01,5.68,6.61,5.28,,,,,4021.96
23/01/2015,12:10:09,413.59,419.32,417.36,7.71,8.77,7.21,,,,,5490.06
23/01/2015,12:15:09,413.83,418.95,417.92,7.39,8.37,6.86,,,,,5248.56
23/01/2015,12:20:09,411.83,416.85,415.72,5.86,6.78,5.45,,,,,4149.28
23/01/2015,12:25:09,412.28,417.81,415.88,6.45,7.54,6.03,,,,,4581.47
23/01/2015,12:30:09,411.11,415.98,415.03,6.86,7.88,6.4,,,,,4859.99
23/01/2015,12:35:09,413.28,417.97,417.54,8.02,8.85,7.5,,,,,5705.77
23/01/2015,12:40:09,412.32,417.35,416.56,7.96,8.78,7.47,,,,,5661.92
23/01/2015,12:45:09,413.87,418.78,417.79,7.86,8.89,7.35,,,,,5600.71
23/01/2015,12:50:09,414.59,419.56,418.42,8.04,9,7.52,,,,,5729.78
23/01/2015,12:55:09,414.51,419.43,418.33,7.73,8.52,7.25,,,,,5516.51
23/01/2015,13:00:09,413.24,418.22,417.2,7.78,8.71,7.27,,,,,5535.57
23/01/2015,13:05:09,414.63,419.18,417.8,7.86,8.89,7.35,,,,,5599.99
23/01/2015,13:10:09,413.63,418.55,417.07,7.56,8.37,7.07,,,,,5379
23/01/2015,13:15:09,414.1,419.06,418.56,7.55,8.37,7.04,,,,,5375.09
23/01/2015,13:20:09,413.92,418.93,418.36,7.47,8.46,6.93,,,,,5302.49
23/01/2015,13:25:09,412.55,417.77,416.44,6.68,7.72,6.18,,,,,4731.03
23/01/2015,13:30:09,413.46,418.34,417.69,7.08,7.8,6.6,,,,,5028.08
23/01/2015,13:35:09,413.77,418.42,418,7.48,8.34,6.93,,,,,5313.47
23/01/2015,13:40:09,413.22,418.17,417.89,7.35,8.09,6.87,,,,,5228.19
23/01/2015,13:45:09,414.07,418.58,417.38,6.72,7.48,6.29,,,,,4784.88
23/01/2015,13:50:09,414.46,420.11,418.68,7.55,8.38,7.05,,,,,5380.16
23/01/2015,13:55:09,412.95,418.96,416.96,6.22,7.24,5.79,,,,,4422.53
23/01/2015,14:00:09,415.47,420.92,418.87,7.43,8.52,6.94,,,,,5315.12
23/01/2015,14:05:09,413.73,418.83,418.19,7.74,8.65,7.2,,,,,5499.56
23/01/2015,14:10:09,414.1,419.24,418.56,7.5,8.36,7.01,,,,,5349.38
23/01/2015,14:15:09,414.24,419.83,418.16,7.58,8.46,7.06,,,,,5396.1
23/01/2015,14:20:09,415.05,419.97,418.49,7.52,8.36,7.01,,,,,5364.98
23/01/2015,14:25:09,405.48,410.12,409.7,0,2,0,,,,,0
23/01/2015,14:30:09,414.39,419.47,417.78,7.77,8.85,7.28,,,,,5541.23
23/01/2015,14:35:09,406,411.35,409.8,0,2.16,0,,,,,0
23/01/2015,14:40:09,406.5,411.59,410.41,0,1.94,0,,,,,0
23/01/2015,14:45:09,405.05,409.87,409.03,0,1.92,0,,,,,0
23/01/2015,14:50:09,406.5,411.7,410.7,0,2.18,0,,,,,0
23/01/2015,14:55:09,405.81,411.03,410.03,0,2.04,0,,,,,0
23/01/2015,15:00:09,406.04,411.16,411.17,0,2.19,0,,,,,0
23/01/2015,15:05:09,404.37,410.73,409.53,0,2.37,0,,,,,0
23/01/2015,15:10:09,406.76,412.45,410.65,0,2.24,0,,,,,0
23/01/2015,15:15:09,413.72,418.63,416.97,6.33,7.34,5.86,,,,,4501.05
23/01/2015,15:20:09,414.2,419.68,417.71,6.32,7.31,5.84,,,,,4485.46
23/01/2015,15:25:09,413.85,419.25,417.24,5.81,6.9,5.35,,,,,4127.89
23/01/2015,15:30:09,413.33,419.1,416.78,5.5,6.77,5.06,,,,,3911.32
23/01/2015,15:35:09,411.65,417.28,416.48,4.96,6.2,4.5,,,,,3505.57
23/01/2015,15:40:09,410.13,416.05,415.15,3.78,5.04,3.42,,,,,2674.14
23/01/2015,15:45:09,409.41,415.76,413.57,2.68,4.11,2.4,,,,,1890.16
23/01/2015,15:50:09,411.78,417.2,416.28,3.46,4.68,3.09,,,,,2439.93
23/01/2015,15:55:09,411.15,416.38,414.37,3.66,4.79,3.29,,,,,2580.69
23/01/2015,16:00:09,409.33,415.08,413.66,2.77,4.09,2.41,,,,,1929.51
23/01/2015,16:05:09,410.08,415.66,413.78,3.46,4.81,3.09,,,,,2434.5
23/01/2015,16:10:09,401.01,411.77,412.52,2.33,3.71,2.23,,,,,1653.18
23/01/2015,16:15:09,407.14,413,412.15,2.12,3.52,1.86,,,,,1486.37
23/01/2015,16:20:09,407.52,413.56,411.79,1.57,3.14,1.31,,,,,1069.8
23/01/2015,16:25:09,407.26,412.7,411.13,1.12,2.78,0,,,,,410.11
23/01/2015,16:30:09,408.29,413.71,412.38,0.97,2.57,0,,,,,339.06
23/01/2015,16:35:09,408.17,413.48,412.18,0.99,2.64,0,,,,,348.95
23/01/2015,16:40:09,407.97,413.61,412.05,1,2.73,0,,,,,358.75
23/01/2015,16:45:09,407.37,413.4,412.37,0,2.4,0,,,,,0
23/01/2015,16:50:09,407.8,414.01,413.1,0,2.44,0,,,,,0
23/01/2015,16:55:09,406.49,412.93,411.27,0,2.49,0,,,,,0
23/01/2015,17:00:09,405.65,412.18,410.96,0,2.49,0,,,,,0
23/01/2015,17:05:09,406.58,412.28,411.04,0,2.37,0,,,,,0
23/01/2015,17:10:09,406.54,413.04,411.7,0,2.47,0,,,,,0
23/01/2015,17:15:09,407.18,413.55,411.99,0,2.64,0,,,,,0
23/01/2015,17:20:09,407.18,413.97,412.35,0,2.48,0,,,,,0
23/01/2015,17:25:09,407.99,414.11,412.6,0,2.5,0,,,,,0
23/01/2015,17:30:09,408.56,414.79,413.16,0,2.56,0,,,,,0
23/01/2015,17:35:09,408.3,414.43,413.38,0,2.5,0,,,,,0
23/01/2015,17:40:09,408.71,414.84,413.59,0,2.47,0,,,,,0
23/01/2015,17:45:09,408.88,414.9,413.67,0,2.47,0,,,,,0
23/01/2015,17:50:09,408.76,415.02,413.36,0,2.56,0,,,,,0
23/01/2015,17:55:09,409.87,416.4,414.87,0,2.54,0,,,,,0
23/01/2015,18:00:09,408.85,415.47,414.57,0,2.52,0,,,,,0
23/01/2015,18:05:09,407.18,413.25,412.08,0,2.49,0,,,,,0
