Feha de la Medda,Hora de la Medda,FASE AB,FASE BC,FASE AC,FASE A,FASE B,FASE  C,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
19/01/2015,12:40:09,410.62,416.31,415.12,6.67,7.99,6.38,,,,,4755.05
19/01/2015,12:45:09,411.79,417.49,416.29,6.72,8.16,6.4,,,,,4792.56
19/01/2015,12:50:09,412.05,417.01,415.29,6.4,7.79,6.1,,,,,4575.76
19/01/2015,12:55:09,410.01,415.66,414.27,5.63,6.76,5.38,,,,,4014.29
19/01/2015,13:00:09,411.9,417.21,415.56,6.29,7.45,6,,,,,4502.02
19/01/2015,13:05:09,411.01,416.61,415.15,5.71,6.97,5.45,,,,,4081.02
19/01/2015,13:10:09,408.97,414.25,412.16,4.25,5.77,4.03,,,,,3019.15
19/01/2015,13:15:09,409.37,414.92,413.42,5.35,6.62,5.07,,,,,3786.36
19/01/2015,13:20:09,408.46,413.66,412.14,5.04,6.24,4.78,,,,,3566.18
19/01/2015,13:25:09,407.83,413.4,411.73,2.47,4.03,2.34,,,,,1763.6
19/01/2015,13:30:09,405.19,410.65,408.66,0,2.02,0,,,,,0
19/01/2015,13:35:09,404.81,409.94,407.87,1.15,2.53,1.06,,,,,774.53
19/01/2015,13:40:09,410.58,415.68,413.81,4.2,5.5,4,,,,,3008.2
19/01/2015,13:45:09,405.67,411.47,408.77,0,2.7,0,,,,,0
19/01/2015,13:50:09,411.34,417.21,414.39,5.33,7.06,5.03,,,,,3801.04
19/01/2015,13:55:09,411.98,417.71,415.59,5.79,7.2,5.46,,,,,4131.82
19/01/2015,14:00:09,411.43,417.63,414.8,5.6,7.19,5.28,,,,,3990.61
19/01/2015,14:05:09,409.16,414.57,413.04,2.86,4.19,2.68,,,,,2036.67
19/01/2015,14:10:09,410.52,416.14,414.55,5.3,6.59,5.01,,,,,3777.72
19/01/2015,14:15:09,411.33,417.16,415.06,5.03,6.52,4.76,,,,,3591.14
19/01/2015,14:20:09,406.05,411.76,410,0,2.5,0,,,,,0
19/01/2015,14:25:09,404.81,411.09,409.6,0,2.25,0,,,,,0
19/01/2015,14:30:09,403.5,410.2,408.09,0,2.57,0,,,,,0
19/01/2015,14:35:09,403.88,410.19,408.21,0,2.38,0,,,,,0
19/01/2015,14:40:09,408.48,413.99,413.03,2.84,4.2,2.61,,,,,2006.61
19/01/2015,14:45:09,410.76,416.2,414.59,3.97,5.27,3.74,,,,,2835.95
19/01/2015,14:50:09,410.72,416.22,414.73,4.38,5.62,4.1,,,,,3115.09
19/01/2015,14:55:09,409.55,414.9,413.51,3.6,4.91,3.37,,,,,2566.61
19/01/2015,15:00:09,405.56,411.25,408.92,0,2.49,1.21,,,,,247.63
19/01/2015,15:05:09,406.05,411.73,409.74,0,2.17,0,,,,,0
19/01/2015,15:10:09,405.82,411.25,410.07,0,2.02,0,,,,,0
19/01/2015,15:15:09,405.13,411.21,410.43,0,2.06,0,,,,,0
19/01/2015,15:20:09,406.11,411.54,410.76,0,1.97,0,,,,,0
19/01/2015,15:25:09,398.34,408.86,409.17,0,2.06,0,,,,,0
19/01/2015,15:30:09,406.84,412.5,410.54,0,1.96,0,,,,,0
19/01/2015,15:35:09,407.88,413.28,411.2,1.06,2.69,0.97,,,,,706.14
19/01/2015,15:40:09,408.06,413.01,412.05,1.2,2.53,1.11,,,,,833.74
19/01/2015,15:45:09,407.27,412.39,411.31,0,1.91,0,,,,,0
19/01/2015,15:50:09,403.83,408.55,407.68,0,1.87,0,,,,,0
19/01/2015,15:55:09,405.23,409.68,408.58,0,2.31,1.18,,,,,254.88
19/01/2015,16:00:09,405.86,410.36,409.13,0,2.09,0,,,,,0
19/01/2015,16:05:09,404.3,408.66,408.04,0,1.84,0,,,,,0
19/01/2015,16:10:09,403.86,408.87,407.8,0,2.17,0,,,,,0
19/01/2015,16:15:09,405.83,411.1,410.21,1.17,2.49,1.08,,,,,795.8
19/01/2015,16:20:09,405.66,410.7,409.66,0,2.25,0,,,,,0
19/01/2015,16:25:09,404.99,410.67,410.05,0,2.31,0,,,,,0
19/01/2015,16:30:09,404.35,409.93,409.59,0,2.24,0,,,,,0
19/01/2015,16:35:09,404.04,409.65,409.64,0,2.31,0,,,,,0
19/01/2015,16:40:09,405.51,411.25,410.35,0,2.42,0,,,,,0
19/01/2015,16:45:09,404.73,410.74,409.27,0,2.31,0,,,,,0
19/01/2015,16:50:09,405.22,411.27,410.31,0,2.22,0,,,,,0
19/01/2015,16:55:09,404.82,410.48,410.36,0,2.31,0,,,,,0
19/01/2015,17:00:09,404.25,410.03,409.12,0,2.2,0,,,,,0
19/01/2015,17:05:09,405.28,410.78,410.16,0,2.09,0,,,,,0
19/01/2015,17:10:09,406.87,412.25,411.42,0,2.19,0,,,,,0
19/01/2015,17:15:09,405.01,410.48,409.83,0,2.08,0,,,,,0
19/01/2015,17:20:09,404.98,410.19,409.55,0,2.18,0,,,,,0
19/01/2015,17:25:09,404.66,410.05,410,0,2.15,0,,,,,0
19/01/2015,17:30:09,404.95,410.27,409.72,0,2.17,0,,,,,0
19/01/2015,17:35:09,405.43,411.16,410.52,0,2.29,0,,,,,0
19/01/2015,17:40:09,405.44,410.8,410.47,0,2.23,0,,,,,0
19/01/2015,17:45:09,406.21,411.49,411.15,0,2.24,0,,,,,0
19/01/2015,17:50:09,407.15,412.41,411.85,0,2.27,0,,,,,0
19/01/2015,17:55:09,405.84,411,411.09,0,2.19,0,,,,,0
19/01/2015,18:00:09,406,411.43,411.7,0,2.2,0,,,,,0
19/01/2015,18:05:09,406.95,412.15,411.64,0,2.19,0,,,,,0
19/01/2015,18:10:09,405.87,410.64,410.53,0,2.22,0,,,,,0
19/01/2015,18:15:09,405.88,410.75,410.31,0,2.35,0,,,,,0
19/01/2015,18:20:09,403.95,408.53,408.93,0,2.15,0,,,,,0
19/01/2015,18:25:09,403.63,408.23,408.52,0,2.23,0,,,,,0
19/01/2015,18:30:09,403.65,408.01,409.24,0,1.99,0,,,,,0
19/01/2015,18:35:09,403.88,407.92,407.95,0,2.17,0,,,,,0
19/01/2015,18:40:09,403.64,407.71,408.29,0,2.03,0,,,,,0
19/01/2015,18:45:09,403.39,407.73,407.95,0,2.22,0,,,,,0
19/01/2015,18:50:09,404.33,408.16,409.02,0,2.04,0,,,,,0
19/01/2015,18:55:09,403.24,407.16,408.68,0,2.02,0,,,,,0
19/01/2015,19:00:09,404.93,409.36,409.32,0,2.24,0,,,,,0
19/01/2015,19:05:09,405.14,409.55,409.72,0,1.99,0,,,,,0
19/01/2015,19:10:09,405.68,409.7,410.08,0,1.93,0,,,,,0
19/01/2015,19:15:09,405.23,409.5,409.55,0,1.97,0,,,,,0
19/01/2015,19:20:09,405.88,409.91,411.15,0,1.97,0,,,,,0
19/01/2015,19:25:09,406.11,411.11,410.69,0,2.2,0,,,,,0
19/01/2015,19:30:09,407.06,411.03,410.92,0,2.01,0,,,,,0
19/01/2015,19:35:09,407.32,411.07,411.64,0,1.93,0,,,,,0
19/01/2015,19:40:09,407.23,411.3,411.58,0,2.05,0,,,,,0
19/01/2015,19:45:09,407.71,411.71,411.8,0,2.03,0,,,,,0
19/01/2015,19:50:09,408.11,411.92,412.24,0,2.01,0,,,,,0
19/01/2015,19:55:09,403.44,407.6,407.69,0,1.97,0,,,,,0
19/01/2015,20:00:09,403.42,408.6,408.11,0,2.05,0,,,,,0
19/01/2015,20:05:09,404.64,408.51,408.46,0,1.96,0,,,,,0
19/01/2015,20:10:09,403.64,407.42,408.05,0,1.92,0,,,,,0
19/01/2015,20:15:09,404.87,408.54,408.83,0,1.96,0,,,,,0
19/01/2015,20:20:09,405.18,409.29,409.31,0,1.99,0,,,,,0
19/01/2015,20:25:09,405.53,409.46,409.63,0,2.02,0,,,,,0
19/01/2015,20:30:09,405.07,409.47,409.81,0,2.22,0,,,,,0
19/01/2015,20:35:09,405.75,410,409.68,0,2.05,0,,,,,0
19/01/2015,20:40:09,404.92,408.94,410.1,0,1.93,0,,,,,0
19/01/2015,20:45:09,405.74,409.46,410.14,0,1.89,0,,,,,0
19/01/2015,20:50:09,406.46,410.65,410.9,0,2.13,0,,,,,0
19/01/2015,20:55:09,407.49,411.45,411.38,0,2.17,0,,,,,0
19/01/2015,21:00:09,407.42,411.65,411.62,0,2.19,0,,,,,0
19/01/2015,21:05:09,407.62,411.53,411.79,0,2.21,0,,,,,0
19/01/2015,21:10:09,406.99,411.46,411.23,0,2.16,0,,,,,0
19/01/2015,21:15:09,406.23,410.15,410.39,0,2.15,0,,,,,0
19/01/2015,21:20:09,407.28,411.44,411.57,0,2.2,0,,,,,0
19/01/2015,21:25:09,408.22,412.25,411.98,0,2.04,0,,,,,0
19/01/2015,21:30:09,407.29,411.26,411.33,0,2.16,0,,,,,0
19/01/2015,21:35:09,407.53,411.68,411.35,0,2.21,0,,,,,0
19/01/2015,21:40:09,408.09,412.31,412.02,0,2.22,0,,,,,0
19/01/2015,21:45:09,408.83,413.25,412.31,0,2.2,0,,,,,0
19/01/2015,21:50:09,405.92,410.18,410.34,0,2.04,0,,,,,0
19/01/2015,21:55:09,405.69,409.22,409.99,0,1.97,0,,,,,0
19/01/2015,22:00:09,407.03,411.11,410.76,0,1.98,0,,,,,0
19/01/2015,22:05:09,406.21,410.22,410,0,1.99,0,,,,,0
19/01/2015,22:10:09,407.04,411.05,410.82,0,2.04,0,,,,,0
19/01/2015,22:15:09,407.56,411.68,411.36,0,2,0,,,,,0
19/01/2015,22:20:09,407.5,411.51,410.66,0,2.07,0,,,,,0
19/01/2015,22:25:09,406.71,410.54,410.02,0,2.03,0,,,,,0
19/01/2015,22:30:09,407.14,410.52,411.61,0,1.97,0,,,,,0
19/01/2015,22:35:09,408.66,412.16,412,0,1.96,0,,,,,0
19/01/2015,22:40:09,408.05,412.32,411.61,0,2.05,0,,,,,0
19/01/2015,22:45:09,408.2,412.84,413.22,0,2.18,0,,,,,0
19/01/2015,22:50:09,410.04,413.82,413.23,0,2.16,0,,,,,0
19/01/2015,22:55:09,408.86,412.7,412.21,0,2.05,0,,,,,0
19/01/2015,23:00:09,408.57,412.62,412.04,0,2.16,0,,,,,0
19/01/2015,23:05:09,408.44,412.54,411.85,0,2.02,0,,,,,0
19/01/2015,23:10:09,409.98,413.86,413.56,0,2.02,0,,,,,0
19/01/2015,23:15:09,410.25,414.13,413.56,0,2.16,0,,,,,0
19/01/2015,23:20:09,409.9,414.36,413.49,0,2.16,0,,,,,0
19/01/2015,23:25:09,410.32,414.81,413.85,0,2.22,0,,,,,0
19/01/2015,23:30:09,408.86,412.78,412.13,0,2.04,0,,,,,0
19/01/2015,23:35:09,408.64,413.09,412.18,0,2.04,0,,,,,0
19/01/2015,23:40:09,408.84,412.48,411.94,0,2.04,0,,,,,0
19/01/2015,23:45:09,409.62,413.67,413.4,0,2.04,0,,,,,0
19/01/2015,23:50:09,409.29,414.21,413.25,0,2.18,0,,,,,0
19/01/2015,23:55:09,409.73,414.37,413.18,0,2.24,0,,,,,0
20/01/2015,00:00:09,410.03,413.93,413.4,0,2.18,0,,,,,0
20/01/2015,00:05:09,409.62,413.79,412.79,0,2.15,0,,,,,0
20/01/2015,00:10:09,410.2,414.28,413.22,0,2.04,0,,,,,0
20/01/2015,00:15:09,410.03,414.41,413.21,0,2,0,,,,,0
20/01/2015,00:20:09,410.26,414.3,413.67,0,2.03,0,,,,,0
20/01/2015,00:25:09,409.99,414.22,413.1,0,2.21,0,,,,,0
20/01/2015,00:30:09,410.27,414.91,414.23,0,2.2,0,,,,,0
20/01/2015,00:35:09,410.67,415.31,414.03,0,2.21,0,,,,,0
20/01/2015,00:40:09,410.58,414.87,413.61,0,2.21,0,,,,,0
20/01/2015,00:45:09,408.76,412.92,412.1,0,2.14,0,,,,,0
20/01/2015,00:50:09,408.79,413.24,411.88,0,2.07,0,,,,,0
20/01/2015,00:55:09,408.36,412.02,412.28,0,2.01,0,,,,,0
20/01/2015,01:00:09,408.75,412.76,411.59,0,2.17,0,,,,,0
20/01/2015,01:05:09,408.81,412.97,412.06,0,2.16,0,,,,,0
20/01/2015,01:10:09,408.6,413,412.4,0,2.18,0,,,,,0
20/01/2015,01:15:09,409.41,413.78,413.06,0,2.19,0,,,,,0
20/01/2015,01:20:09,409.49,413.83,412.98,0,2.03,0,,,,,0
20/01/2015,01:25:09,408.47,412.24,411.72,0,2.08,0,,,,,0
20/01/2015,01:30:09,408.61,412.7,411.69,0,2.18,0,,,,,0
20/01/2015,01:35:09,408.16,412.52,411.25,0,2.18,0,,,,,0
20/01/2015,01:40:09,407.92,411.87,411.06,0,2.03,0,,,,,0
20/01/2015,01:45:09,407.62,411.78,410.62,0,2.05,0,,,,,0
20/01/2015,01:50:09,407.93,411.64,411.71,0,2,0,,,,,0
20/01/2015,01:55:09,408.8,412.86,412.24,0,2.02,0,,,,,0
20/01/2015,02:00:09,408.55,412.68,411.9,0,2.08,0,,,,,0
20/01/2015,02:05:09,408.61,412.94,412.28,0,2.15,0,,,,,0
20/01/2015,02:10:09,409.08,413.11,412.08,0,2.18,0,,,,,0
20/01/2015,02:15:09,408.77,412.81,411.74,0,2.19,0,,,,,0
20/01/2015,02:20:09,409.16,413.52,412.42,0,2.15,0,,,,,0
20/01/2015,02:25:09,401.53,410.39,411.93,0,2.02,0,,,,,0
20/01/2015,02:30:09,408.79,412.76,411.86,0,2.17,0,,,,,0
20/01/2015,02:35:09,408.04,412.64,411.52,0,2,0,,,,,0
20/01/2015,02:40:09,408.69,412.83,412.44,0,2.16,0,,,,,0
20/01/2015,02:45:09,408.64,412.79,411.83,0,2.18,0,,,,,0
20/01/2015,02:50:09,409.46,413.86,412.35,0,2.22,0,,,,,0
20/01/2015,02:55:09,409.16,413.1,412.32,0,2.18,0,,,,,0
20/01/2015,03:00:09,408.87,413.04,412.1,0,2.05,0,,,,,0
20/01/2015,03:05:09,409.81,413.52,412.7,0,2.05,0,,,,,0
20/01/2015,03:10:09,409.38,413.6,412.81,0,2.18,0,,,,,0
20/01/2015,03:15:09,409.14,413.63,412.94,0,2.2,0,,,,,0
20/01/2015,03:20:09,409.36,413.25,412.58,0,2.06,0,,,,,0
20/01/2015,03:25:09,409.08,413.09,412.3,0,2.03,0,,,,,0
20/01/2015,03:30:09,409,412.88,412.17,0,2.15,0,,,,,0
20/01/2015,03:35:09,407.96,412.46,411.84,0,2.12,0,,,,,0
20/01/2015,03:40:09,409.44,413.96,412.98,0,2.24,0,,,,,0
20/01/2015,03:45:09,409.32,413.9,412.69,0,2.2,0,,,,,0
20/01/2015,03:50:09,408.99,413.33,412.04,0,2.22,0,,,,,0
20/01/2015,03:55:09,409.39,413.82,412.57,0,2.17,0,,,,,0
20/01/2015,04:00:09,409.47,413.72,412.53,0,2.06,0,,,,,0
20/01/2015,04:05:09,409.61,413.68,412.65,0,2.05,0,,,,,0
20/01/2015,04:10:09,409.35,413.57,413.65,0,2.14,0,,,,,0
20/01/2015,04:15:09,410.26,414.44,413.54,0,2.15,0,,,,,0
20/01/2015,04:20:09,410.07,413.92,413.14,0,2.2,0,,,,,0
20/01/2015,04:25:09,409.39,413.61,412.83,0,2.16,0,,,,,0
20/01/2015,04:30:09,409.37,413.31,412.73,0,2.03,0,,,,,0
20/01/2015,04:35:09,408.99,413.27,412.6,0,2.14,0,,,,,0
20/01/2015,04:40:09,408.79,413.43,412.05,0,2.17,0,,,,,0
20/01/2015,04:45:09,408.79,413.08,412.28,0,2.19,0,,,,,0
20/01/2015,04:50:09,408.87,412.97,411.87,0,2.2,0,,,,,0
20/01/2015,04:55:09,408.26,412.6,411.59,0,2.23,0,,,,,0
20/01/2015,05:00:09,407.55,411.78,411.1,0,2.15,0,,,,,0
20/01/2015,05:05:09,407.26,411.82,410.63,0,2.05,0,,,,,0
20/01/2015,05:10:09,408.75,412.53,412.24,0,2.01,0,,,,,0
20/01/2015,05:15:09,407.65,411.64,411.81,0,2.15,0,,,,,0
20/01/2015,05:20:09,407.13,411.16,410.66,0,2.18,0,,,,,0
20/01/2015,05:25:09,406.79,411.16,410.52,0,2.19,0,,,,,0
20/01/2015,05:30:09,406.98,411.17,410.62,0,2.2,0,,,,,0
20/01/2015,05:35:09,405.79,410.65,409.74,0,2.14,0,,,,,0
20/01/2015,05:40:09,407.49,411.8,410.75,0,2.15,0,,,,,0
20/01/2015,05:45:09,406.36,410.43,410.22,0,2.15,0,,,,,0
20/01/2015,05:50:09,405.23,409.71,409.94,0,2.15,0,,,,,0
20/01/2015,05:55:09,407.85,412.18,411.31,0,2.22,0,,,,,0
20/01/2015,06:00:09,406.69,410.94,410.2,0,2.25,0,,,,,0
20/01/2015,06:05:09,408.59,412.74,412.7,0,2.23,0,,,,,0
20/01/2015,06:10:09,407.08,411.21,411.08,0,2.22,0,,,,,0
20/01/2015,06:15:09,406.45,410.61,409.87,0,2.21,0,,,,,0
20/01/2015,06:20:09,406.18,410.26,409.91,0,2.22,0,,,,,0
20/01/2015,06:25:09,405.53,409.86,410.32,0,2.17,0,,,,,0
20/01/2015,06:30:09,405.2,409.65,409.1,0,2.2,0,,,,,0
20/01/2015,06:35:09,405.13,409.72,409.51,0,2.2,0,,,,,0
20/01/2015,06:40:09,405.5,409.95,409.92,0,2.11,0,,,,,0
20/01/2015,06:45:09,404.76,408.99,409.5,0,2.22,0,,,,,0
20/01/2015,06:50:09,405.61,409.67,409.09,0,2.07,0,,,,,0
20/01/2015,06:55:09,405.38,409.63,409.27,0,2.14,0,,,,,0
20/01/2015,07:00:09,406.2,410.26,409.89,0,2.06,0,,,,,0
20/01/2015,07:05:09,405.9,410.85,409.75,0,2.21,0,,,,,0
20/01/2015,07:10:09,405.09,410.01,408.97,0,2.26,0,,,,,0
20/01/2015,07:15:09,405.05,410.59,409.51,0,2.19,0,,,,,0
20/01/2015,07:20:09,405.46,411.12,409.74,0,2.22,0,,,,,0
20/01/2015,07:25:09,409.24,414.69,413.35,0,2.28,0,,,,,0
20/01/2015,07:30:09,407.96,413.58,412.09,0,2.23,0,,,,,0
20/01/2015,07:35:09,405.28,410.49,410.01,0,2.08,0,,,,,0
20/01/2015,07:40:09,407.48,412.18,411.47,0,1.97,0,,,,,0
20/01/2015,07:45:09,407,413.11,411.6,0,2.36,0,,,,,0
20/01/2015,07:50:09,406.19,411.71,410.98,0,2.17,0,,,,,0
20/01/2015,07:55:09,406.98,412.81,411.27,0,2.43,0,,,,,0
20/01/2015,08:00:09,405.83,411.68,410.27,0,2.69,0,,,,,0
20/01/2015,08:05:09,407.12,412.89,411.57,1.05,2.8,0,,,,,369.95
20/01/2015,08:10:09,405.63,411.68,409.92,1.41,3.17,1.31,,,,,1013.12
20/01/2015,08:15:09,407.18,413.07,412.1,1.87,3.61,1.75,,,,,1352.6
20/01/2015,08:20:09,408.7,414.09,412.46,2.6,4.31,2.47,,,,,1881.19
20/01/2015,08:25:09,408.46,413.98,413.15,3.26,4.81,3.03,,,,,2327.46
20/01/2015,08:30:09,407.98,413.89,412.43,3.86,5.44,3.61,,,,,2748.57
20/01/2015,08:35:09,409.6,414.95,413.6,4.14,5.61,3.89,,,,,2961.62
20/01/2015,08:40:09,408.64,414.16,412.77,4.41,5.78,4.12,,,,,3131.87
20/01/2015,08:45:09,410.12,416.24,414.2,4.78,6.36,4.5,,,,,3416.4
20/01/2015,08:50:09,411.39,416.96,416.11,5.14,6.65,4.86,,,,,3686.95
20/01/2015,08:55:09,411.6,417.58,416.5,5.45,7.01,5.1,,,,,3887.95
20/01/2015,09:00:09,401.85,413.29,414.91,5.7,6.85,5.49,,,,,3979.4
20/01/2015,09:05:09,410.12,416.13,414.99,5.8,7.19,5.45,,,,,4114.12
20/01/2015,09:10:09,410.28,416.77,415.34,5.87,7.22,5.52,,,,,4170.43
20/01/2015,09:15:09,410.28,416.52,416.23,5.97,7.23,5.63,,,,,4249.53
20/01/2015,09:20:09,411.27,416.92,415.48,6.12,7.45,5.78,,,,,4364.22
20/01/2015,09:25:09,409.56,415.45,414.96,6.15,7.29,5.82,,,,,4375.22
20/01/2015,09:30:09,410.78,416.56,415.65,6.26,7.53,5.9,,,,,4450.18
20/01/2015,09:35:09,409.62,415.88,415.15,6.24,7.54,5.86,,,,,4422.35
20/01/2015,09:40:09,410.64,416.13,415.06,6.51,7.76,6.14,,,,,4634.13
20/01/2015,09:45:09,410.67,415.87,414.22,6.54,7.88,6.16,,,,,4644.16
20/01/2015,09:50:09,412.35,417.91,416.69,6.64,7.95,6.27,,,,,4740.31
20/01/2015,09:55:09,410.78,416.85,416.01,6.49,7.81,6.13,,,,,4624.23
20/01/2015,10:00:09,411.97,417.9,416.58,6.49,7.73,6.1,,,,,4625.22
20/01/2015,10:05:09,411.66,417.11,416.04,6.78,8.02,6.36,,,,,4814.76
20/01/2015,10:10:09,412.29,418.38,416.78,7.07,8.33,6.68,,,,,5048.92
20/01/2015,10:15:09,412.09,417.77,416.3,7.15,8.49,6.72,,,,,5089.38
20/01/2015,10:20:09,411.84,417.41,416.57,7.06,8.21,6.65,,,,,5023.67
20/01/2015,10:25:09,410.15,416.1,414.31,6.97,8.16,6.61,,,,,4956.74
20/01/2015,10:30:09,409.95,416.04,414.2,7.2,8.14,6.85,,,,,5120.81
20/01/2015,10:35:09,412.19,417.27,416.62,7.27,8.06,6.95,,,,,5204.63
20/01/2015,10:40:09,411.4,417.2,415.89,7.17,8.21,6.8,,,,,5109.03
20/01/2015,10:45:09,410.27,416.19,415.35,7.25,8.5,6.84,,,,,5145.72
20/01/2015,10:50:09,412.49,418.06,416.8,7.34,8.6,6.95,,,,,5237.23
20/01/2015,10:55:09,413.73,419.02,417.6,7.36,8.62,6.94,,,,,5256.12
20/01/2015,11:00:09,412.65,418.53,417.05,7.53,8.88,7.12,,,,,5368.96
20/01/2015,11:05:09,412.39,418.29,416.49,7.66,8.87,7.26,,,,,5473.27
20/01/2015,11:10:09,411.87,417.46,416.56,7.67,8.69,7.25,,,,,5462.07
20/01/2015,11:15:09,411.81,417.77,416.37,7.73,8.78,7.33,,,,,5504.15
20/01/2015,11:20:09,411.39,417.47,415.31,7.29,8.51,6.93,,,,,5200.63
20/01/2015,11:25:09,410.84,416.14,415.73,7.51,8.52,7.1,,,,,5336.94
20/01/2015,11:30:09,411.61,417.35,416.83,7.46,8.69,7.09,,,,,5323.76
20/01/2015,11:35:09,412.45,418.32,415.79,7.26,8.61,6.9,,,,,5188.83
20/01/2015,11:40:09,410.61,415.91,414.51,7.06,8.22,6.71,,,,,5015.64
20/01/2015,11:45:09,411.7,417.25,415.84,7.25,8.44,6.87,,,,,5160.86
20/01/2015,11:50:09,411.47,417.72,415.89,7.15,8.33,6.74,,,,,5086.65
20/01/2015,11:55:09,412.08,417.58,415.9,7.29,8.67,6.87,,,,,5187.62
20/01/2015,12:00:09,411.17,416.98,415.75,6.57,7.78,6.21,,,,,4682.73
20/01/2015,12:05:09,410.36,416.44,415.15,6.75,7.96,6.36,,,,,4795.25
20/01/2015,12:10:09,411.93,417.99,415.68,7.2,8.58,6.79,,,,,5128.3
20/01/2015,12:15:09,410.68,416.17,414.41,6.59,7.73,6.24,,,,,4680.39
20/01/2015,12:20:09,410.86,416.74,415.26,6.42,7.57,6.01,,,,,4549.18
20/01/2015,12:25:09,410.51,416.8,415.04,6.3,7.61,5.89,,,,,4456.37
20/01/2015,12:30:09,409.4,415.13,413.64,6.27,7.53,5.98,,,,,4456.5
20/01/2015,12:35:09,409.97,415.77,414.7,5.99,7.11,5.6,,,,,4227.98
20/01/2015,12:40:09,408.94,414.09,413.3,5.63,6.73,5.26,,,,,3952.21
20/01/2015,12:45:09,409.71,415.55,414.32,5.71,6.95,5.38,,,,,4047.98
20/01/2015,12:50:09,407.59,412.8,411.27,5.09,6.14,4.81,,,,,3597.43
20/01/2015,12:55:09,409.75,415.43,414.23,5.65,6.73,5.31,,,,,4003.05
20/01/2015,13:00:09,410.42,416.25,414.34,5.56,6.9,5.24,,,,,3952.58
20/01/2015,13:05:09,410.22,415.25,414.57,5.3,6.38,4.97,,,,,3762.6
20/01/2015,13:10:09,410.91,416.27,414.72,5.48,6.74,5.12,,,,,3886.46
20/01/2015,13:15:09,410.83,416.19,415.13,5.29,6.43,4.94,,,,,3748.03
20/01/2015,13:20:09,408.1,413.53,413.16,5.4,6.52,5.04,,,,,3805.12
20/01/2015,13:25:09,408.92,414.24,413.13,4.98,6.16,4.68,,,,,3531.86
20/01/2015,13:30:09,408.78,414.18,413.28,4.31,5.41,4,,,,,3043.09
20/01/2015,13:35:09,409.54,415.12,413.79,4.69,5.86,4.38,,,,,3321.94
20/01/2015,13:40:09,408.73,414.1,413.25,5.05,6.29,4.7,,,,,3560.88
20/01/2015,13:45:09,408.58,414.56,413.91,4.74,5.94,4.44,,,,,3358.48
20/01/2015,13:50:09,410.66,415.97,414.31,4.64,5.85,4.35,,,,,3300.17
20/01/2015,13:55:09,409.99,415.17,414.16,5.13,6.25,4.81,,,,,3635.22
20/01/2015,14:00:09,409.67,415.39,413.64,4.74,6.05,4.43,,,,,3366.04
20/01/2015,14:05:09,408.33,414.41,412.64,4.01,5.32,3.69,,,,,2820.84
20/01/2015,14:10:09,408.64,414.55,413,3.47,4.74,3.19,,,,,2451.46
20/01/2015,14:15:09,409.7,415.67,413.6,4.4,5.76,4.13,,,,,3125.46
20/01/2015,14:20:09,409.45,415.38,412.75,4.22,5.71,3.93,,,,,2998.53
20/01/2015,14:25:09,409.42,415.05,412.57,4.23,5.61,3.99,,,,,3018.56
20/01/2015,14:30:09,409.07,415.04,411.99,3.81,5.41,3.57,,,,,2720.45
20/01/2015,14:35:09,407.83,414.21,412.36,3.62,5.2,3.34,,,,,2572.1
20/01/2015,14:40:09,407.16,413.51,411.62,3.42,4.95,3.12,,,,,2402.86
20/01/2015,14:45:09,407.44,413.61,412.01,3.18,4.77,2.92,,,,,2246.46
20/01/2015,14:50:09,407.41,413.9,410.95,2.7,4.44,2.52,,,,,1924.98
20/01/2015,14:55:09,407.66,414.21,411.59,2.83,4.42,2.55,,,,,1985.64
20/01/2015,15:00:09,409.12,414.63,412.51,3.01,4.37,2.75,,,,,2121.74
20/01/2015,15:05:09,408.49,414.51,412.59,2.85,4.31,2.57,,,,,2004.77
20/01/2015,15:10:09,408.14,414.68,412.47,2.79,4.38,2.49,,,,,1948.67
20/01/2015,15:15:09,408.97,414.92,412.54,2.53,4.13,2.35,,,,,1807.36
20/01/2015,15:20:09,407.52,413.22,411.17,2.18,3.76,2.03,,,,,1551.69
20/01/2015,15:25:09,404.67,410.68,408.48,0,2.28,0,,,,,0
20/01/2015,15:30:09,406.12,411.53,408.69,1.83,3.47,1.66,,,,,1286.73
20/01/2015,15:35:09,407.27,413.1,411.35,1.55,3.09,1.4,,,,,1085.67
20/01/2015,15:40:09,405.76,411.57,409.62,0,2.44,0,,,,,0
20/01/2015,15:45:09,405.94,412.46,410.01,0,2.54,0,,,,,0
20/01/2015,15:50:09,406.04,412.47,409.8,0,2.59,0,,,,,0
20/01/2015,15:55:09,406.84,412.78,410.67,0,2.45,0,,,,,0
20/01/2015,16:00:09,404.97,411.02,408.68,0,2.22,0,,,,,0
20/01/2015,16:05:09,407.19,412.79,410.52,0,2.06,0,,,,,0
20/01/2015,16:10:09,406.26,412.2,410.14,0,2.1,0,,,,,0
20/01/2015,16:15:09,405.57,411.55,409.23,0,2.09,0,,,,,0
20/01/2015,16:20:09,407.12,412.76,410.94,0,2.2,0,,,,,0
20/01/2015,16:25:09,406.72,412.18,411.1,0,2.22,0,,,,,0
20/01/2015,16:30:09,406.1,411.82,410.27,0,2.18,0,,,,,0
20/01/2015,16:35:09,405.37,411.58,410.25,0,2.18,0,,,,,0
