Fecha de la Medida,Hora de la Medida,V12_Avg [V],V23_Avg [V],V31_Avg [V],I1_Avg [A],I2_Avg [A],I3_Avg [A],Pt+_Avg [W],Qti+_Avg [VAR],St+_Avg [VA],freq_Avg [Hz],P12+_Avg [W],S12+_Avg [VA],P12/S12 (FP12),P32+_Avg [W],S32+_Avg [VA],P32/S32 (FP32),thdV12_Avg [%],thdV23_Avg [%],thdV31_Avg [%],thdI1_Avg [%],thdI2_Avg [%],thdI3_Avg [%],Eat+_Avg [Wh],COMSUMO CALCULADO,,PD,,DBV1,DBV2,DBV3,DBI1,DBI2,DBI3,FPT,,PST1,PST2,PST3
14/01/2013,5:05:00 p. m.,427.6,428.1,425.6,1.765,2.801,0,523.4,544.2,755.1,60.01,523.4,755.1,0.693153225,0,0,#¡DIV/0!,1.698,1.717,1.782,21.21,27.98,94.93,23545.48,8.72,,9244.90,,0.117068602,0.234137204,0.351205807,15.96583443,84.03416557,100,0.693153225,,0.3,0.5,0.3
14/01/2013,5:10:00 p. m.,427.4,428,425.4,1.522,2.664,0,427.5,490.4,650.6,60.02,427.5,650.6,0.657085767,0,0,#¡DIV/0!,1.753,1.744,1.799,25.88,29.69,53.97,23581.11,7.13,,9349.40,,0.109306683,0.249843848,0.359150531,9.077878643,90.92212136,100,0.657085767,,0.2,0,0.5
14/01/2013,5:15:00 p. m.,427.2,427.6,425.2,1.334,2.573,0,353.4,447.3,570.1,60,353.4,570.1,0.619891247,0,0,#¡DIV/0!,1.782,1.781,1.843,30.73,31.18,2.44,23610.56,5.89,,9429.90,,0.125,0.21875,0.34375,2.431533146,97.56846685,100,0.619891247,,0.4,0.5,0.4
14/01/2013,5:20:00 p. m.,426.8,427.3,424.9,0.998,2.463,0,209.2,357.8,385.1,60.02,209.2,385.1,0.543235523,0,0,#¡DIV/0!,1.837,1.809,1.868,40.24,32.95,99.62,23627.99,3.49,,9614.90,,0.109460516,0.22673964,0.336200156,13.49321005,113.4932101,100,0.543235523,,0.6,0.7,0.5
14/01/2013,5:25:00 p. m.,425.8,426.1,423.7,0.045,2.364,0,4.439,17.55,10.01,59.98,4.435,10,0.4435,0,0,#¡DIV/0!,1.792,1.774,1.839,48.56,34.39,78.78,23628.36,0.07,,9989.99,,0.141110066,0.211665099,0.352775165,94.39601494,194.3960149,100,0.443456543,,1.4,1.5,1.5
14/01/2013,5:30:00 p. m.,425.7,426,423.5,0.009,2.354,0,0.763,3.569,1.948,60,0.763,1.947,0.391884951,0,0,#¡DIV/0!,1.85,1.825,1.881,54,34.94,74.11,23628.43,0.01,,9998.05,,0.148996236,0.2195734,0.368569636,98.85738468,198.8573847,100,0.391683778,,1.1,1.3,1.4
14/01/2013,5:35:00 p. m.,426.3,426.6,424.3,0.289,2.078,0.319,0.307,3.569,1.818,59.99,1.07,14.31,0.074772886,0,0,#¡DIV/0!,1.737,1.731,1.781,29.4,33.86,34.65,23628.45,0.01,,9998.18,,0.133103664,0.20357031,0.336673974,67.72151899,132.0923306,64.37081162,0.168866887,,0.5,0.5,0.6
14/01/2013,5:40:00 p. m.,426.2,426.3,423.9,0,2.162,0.009,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.715,1.701,1.768,24.03,27.85,27.26,23628.45,0.00,,10000.00,,0.172359762,0.195863366,0.368223128,100,198.7563335,98.75633349,#¡DIV/0!,,0.5,0.3,0.4
14/01/2013,5:45:00 p. m.,425.9,426,423.6,0,2.158,0.009,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.715,1.696,1.762,24.14,28,27.14,23628.45,0.00,,10000.00,,0.17248138,0.196001568,0.368482948,100,198.7540378,98.75403784,#¡DIV/0!,,0.4,0.6,0.7
14/01/2013,5:50:00 p. m.,426.3,426.2,423.8,0,2.162,0.009,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.722,1.719,1.769,24.27,27.97,27.2,23628.45,0.00,,10000.00,,0.20371386,0.180208415,0.383922275,100,198.7563335,98.75633349,#¡DIV/0!,,0.1,0.1,0.1
14/01/2013,5:55:00 p. m.,427.1,427.3,424.7,0,2.177,0.015,0,0,0,60.06,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.665,1.644,1.694,23.29,27.79,26.65,23628.45,0.00,,10000.00,,0.171995935,0.218903917,0.390899851,100,197.9470803,97.94708029,#¡DIV/0!,,1.2,1.3,1.1
14/01/2013,6:00:00 p. m.,427.1,427.3,424.7,0,2.178,0.019,0,0,0,60.04,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.649,1.628,1.671,22.98,27.81,26.34,23628.45,0.00,,10000.00,,0.171995935,0.218903917,0.390899851,100,197.405553,97.40555303,#¡DIV/0!,,0.8,1.1,0.9
14/01/2013,6:05:00 p. m.,426.9,427.1,424.4,0,2.175,0.07,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.664,1.615,1.67,22.41,27.95,25.84,23628.45,0.00,,10000.00,,0.17991239,0.226846058,0.406758448,100,190.6458797,90.64587973,#¡DIV/0!,,0.2,0.2,0.3
14/01/2013,6:10:00 p. m.,426.7,427.1,424.4,0,2.178,0.075,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.665,1.612,1.666,22.1,27.84,25.78,23628.45,0.00,,10000.00,,0.148646534,0.242528556,0.39117509,100,190.0133156,90.01331558,#¡DIV/0!,,0.4,0.2,0.3
14/01/2013,6:15:00 p. m.,425,425.9,423.2,0,2.17,0.009,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.617,1.543,1.613,22.83,27.7,26.67,23628.45,0.00,,10000.00,,0.070638097,0.28255239,0.353190487,100,198.7608995,98.7608995,#¡DIV/0!,,1.9,1.2,1.2
14/01/2013,6:20:00 p. m.,424.1,424.7,421.9,0,2.146,0.006,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.648,1.599,1.64,23.16,27.95,26.79,23628.45,0.00,,10000.00,,0.12591485,0.267569056,0.393483907,100,199.1635688,99.16356877,#¡DIV/0!,,2.6,2.4,2.5
14/01/2013,6:25:00 p. m.,428.2,428.6,425.7,0,2.223,0.028,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.659,1.581,1.64,22.02,27.3,26.22,23628.45,0.00,,10000.00,,0.16374269,0.257309942,0.421052632,100,196.2683252,96.26832519,#¡DIV/0!,,3.2,2.7,2.5
14/01/2013,6:30:00 p. m.,426.3,426.8,424,0,2.205,0.007,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.629,1.515,1.574,22.28,27.15,26.82,23628.45,0.00,,10000.00,,0.140944327,0.258397933,0.39934226,100,199.0506329,99.05063291,#¡DIV/0!,,2.2,2.1,2.1
14/01/2013,6:35:00 p. m.,425.9,426.4,423.5,0,2.187,0.009,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.59,1.498,1.532,22.04,27.37,26.43,23628.45,0.00,,10000.00,,0.148926164,0.266499451,0.415425615,100,198.7704918,98.7704918,#¡DIV/0!,,2.3,2.2,2.2
14/01/2013,6:40:00 p. m.,426.6,427.1,424.3,0,2.21,0.009,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.533,1.432,1.479,22,27.12,26.53,23628.45,0.00,,10000.00,,0.14084507,0.258215962,0.399061033,100,198.7832357,98.78323569,#¡DIV/0!,,0.3,0.3,0.3
14/01/2013,6:45:00 p. m.,426.4,427,424.4,0,2.22,0.001,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.578,1.457,1.492,22.01,26.79,26.95,23628.45,0.00,,10000.00,,0.109563312,0.250430427,0.359993739,100,199.8649257,99.86492571,#¡DIV/0!,,0.5,0.6,0.9
14/01/2013,6:50:00 p. m.,426.2,426.5,424,0,2.21,0.003,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.586,1.467,1.515,21.96,26.96,26.67,23628.45,0.00,,10000.00,,0.14882118,0.219315423,0.368136602,100,199.5933122,99.59331225,#¡DIV/0!,,0.4,0.6,0.3
14/01/2013,6:55:00 p. m.,427.2,427.5,425.1,0,2.225,0.008,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.597,1.48,1.519,21.35,26.92,26.1,23628.45,0.00,,10000.00,,0.140646976,0.210970464,0.35161744,100,198.9252127,98.92521272,#¡DIV/0!,,0.8,0.5,0.7
14/01/2013,7:00:00 p. m.,427.2,427.5,425.3,0,2.23,0.002,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.592,1.445,1.501,21.16,26.67,26.22,23628.45,0.00,,10000.00,,0.125,0.1953125,0.3203125,100,199.7311828,99.7311828,#¡DIV/0!,,1,1,1.3
14/01/2013,7:05:00 p. m.,427.9,428.1,426,0,2.252,0.007,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.541,1.393,1.455,21.11,26.47,26.2,23628.45,0.00,,10000.00,,0.132605304,0.179407176,0.31201248,100,199.0703851,99.07038513,#¡DIV/0!,,0.7,0.6,0.9
14/01/2013,7:10:00 p. m.,428,428.4,426.2,0,2.259,0.002,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.517,1.386,1.415,20.88,26.45,25.91,23628.45,0.00,,10000.00,,0.109153282,0.202713239,0.311866521,100,199.7346307,99.73463069,#¡DIV/0!,,0.8,0.9,0.9
14/01/2013,7:15:00 p. m.,428.5,428.8,426.7,0,2.273,0.001,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.435,1.295,1.338,20.84,26.36,25.94,23628.45,0.00,,10000.00,,0.11682243,0.186915888,0.303738318,100,199.8680739,99.86807388,#¡DIV/0!,,0.6,0.7,0.7
14/01/2013,7:20:00 p. m.,429,429.2,427.3,0,2.284,0.003,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.393,1.247,1.297,20.76,26.28,25.83,23628.45,0.00,,10000.00,,0.116686114,0.16336056,0.280046674,100,199.6064714,99.60647136,#¡DIV/0!,,1,0.8,1.1
14/01/2013,7:25:00 p. m.,428.9,429.2,427.1,0,2.286,0.001,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.435,1.323,1.336,20.48,26.27,25.55,23628.45,0.00,,10000.00,,0.116713352,0.186741363,0.303454715,100,199.8688238,99.86882379,#¡DIV/0!,,0.4,0.4,0.4
14/01/2013,7:30:00 p. m.,429.1,429.4,427.3,0,2.296,0.011,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.464,1.377,1.368,20.09,26.17,25.19,23628.45,0.00,,10000.00,,0.116658889,0.186654223,0.303313112,100,198.5695709,98.56957087,#¡DIV/0!,,0.1,0.2,0
14/01/2013,7:35:00 p. m.,429.1,429.5,427.4,0,2.294,0.012,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.434,1.351,1.336,19.58,26.2,24.67,23628.45,0.00,,10000.00,,0.101088647,0.194401244,0.295489891,100,198.4388552,98.43885516,#¡DIV/0!,,0.2,0.3,0.3
14/01/2013,7:40:00 p. m.,425.8,426.2,424,0,2.233,0.003,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.361,1.304,1.278,20.33,26.49,25.41,23628.45,0.00,,10000.00,,0.109717868,0.203761755,0.313479624,100,199.5974955,99.59749553,#¡DIV/0!,,3.3,3.2,3.3
14/01/2013,7:45:00 p. m.,424.9,425.2,423,0,2.214,0,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.382,1.325,1.301,20.71,26.56,25.58,23628.45,0.00,,10000.00,,0.12567748,0.196371063,0.322048543,100,200,100,#¡DIV/0!,,4.2,4.3,4.4
14/01/2013,7:50:00 p. m.,425.2,425.5,423.3,0,2.222,0.002,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.382,1.321,1.292,20.55,26.39,25.63,23628.45,0.00,,10000.00,,0.125588697,0.196232339,0.321821036,100,199.7302158,99.73021583,#¡DIV/0!,,0.6,0.7,0.7
14/01/2013,7:55:00 p. m.,425.9,426.3,423.9,0,2.236,0,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.364,1.285,1.273,20.23,26.31,25.5,23628.45,0.00,,10000.00,,0.125382023,0.219418541,0.344800564,100,200,100,#¡DIV/0!,,1,1.1,0.9
14/01/2013,8:00:00 p. m.,426.4,426.8,424.6,0,2.251,0.003,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.346,1.281,1.257,19.24,26.02,24.98,23628.45,0.00,,10000.00,,0.109563312,0.203474722,0.313038034,100,199.6007098,99.60070985,#¡DIV/0!,,1.2,1.3,1.3
14/01/2013,8:05:00 p. m.,427,427.4,425,0,2.261,0.012,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.308,1.254,1.22,18.69,26.06,24.44,23628.45,0.00,,10000.00,,0.125058621,0.218852587,0.343911208,100,198.4161901,98.41619006,#¡DIV/0!,,1.1,1.1,1.1
14/01/2013,8:10:00 p. m.,426.9,427.6,425.1,0,2.281,0.002,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.279,1.249,1.202,18.52,25.68,24.71,23628.45,0.00,,10000.00,,0.085964364,0.250078149,0.336042513,100,199.7371879,99.73718791,#¡DIV/0!,,0.5,0.8,0.5
14/01/2013,8:15:00 p. m.,427.5,427.8,425.5,0,2.28,0.009,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.226,1.207,1.171,17.49,25.74,23.75,23628.45,0.00,,10000.00,,0.132729544,0.202998126,0.33572767,100,198.8204456,98.82044561,#¡DIV/0!,,0.5,0.4,0.5
14/01/2013,8:20:00 p. m.,427.2,427.4,425,0,2.268,0.017,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.19,1.162,1.145,17.17,25.85,23.41,23628.45,0.00,,10000.00,,0.156298843,0.203188496,0.35948734,100,197.7680525,97.76805252,#¡DIV/0!,,0.3,0.2,0.1
14/01/2013,8:25:00 p. m.,425.8,426.5,424,0,2.258,0.006,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.128,1.094,1.088,17.58,25.82,24,23628.45,0.00,,10000.00,,0.086186633,0.250724751,0.336911384,100,199.204947,99.204947,#¡DIV/0!,,1.7,1.3,1.5
14/01/2013,8:30:00 p. m.,426.8,427.2,424.7,0,2.27,0.017,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.131,1.104,1.092,17.22,25.8,23.56,23628.45,0.00,,10000.00,,0.132947525,0.226792836,0.359740361,100,197.7700044,97.77000437,#¡DIV/0!,,0.4,0.2,0.3
14/01/2013,8:35:00 p. m.,426.9,427.4,424.9,0,2.27,0.01,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.142,1.107,1.107,17.14,25.8,23.53,23628.45,0.00,,10000.00,,0.117260788,0.234521576,0.351782364,100,198.6842105,98.68421053,#¡DIV/0!,,1.1,0.9,0.9
14/01/2013,8:40:00 p. m.,427.4,428.1,425.8,0,2.287,0.018,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.094,1.046,1.066,17.04,25.66,23.47,23628.45,0.00,,10000.00,,0.070241161,0.234137204,0.304378366,100,197.6572668,97.65726681,#¡DIV/0!,,0.6,0.9,1.1
14/01/2013,8:45:00 p. m.,427.7,428.1,425.9,0,2.288,0.013,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.077,1.042,1.065,16.81,25.73,23.12,23628.45,0.00,,10000.00,,0.109229929,0.202855582,0.312085511,100,198.3050847,98.30508475,#¡DIV/0!,,0.8,0.7,1
14/01/2013,8:50:00 p. m.,428.2,428.6,426.3,0,2.295,0.017,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.074,1.04,1.052,16.79,25.7,23.14,23628.45,0.00,,10000.00,,0.116904372,0.21042787,0.327332242,100,197.7941176,97.79411765,#¡DIV/0!,,0.8,0.5,0.5
14/01/2013,8:55:00 p. m.,429.2,429.8,427.3,0,2.323,0.024,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.121,1.088,1.102,16.54,25.52,23.01,23628.45,0.00,,10000.00,,0.10106507,0.241001322,0.342066392,100,196.9322539,96.93225394,#¡DIV/0!,,1.5,1.7,1.4
14/01/2013,9:00:00 p. m.,430,430.7,428.2,0,2.347,0.051,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.069,1.039,1.066,16.2,25.36,22.87,23628.45,0.00,,10000.00,,0.085344092,0.248273722,0.333617814,100,193.6196831,93.61968307,#¡DIV/0!,,1.8,2.1,1.9
14/01/2013,9:05:00 p. m.,429.5,430.1,427.4,0,2.321,0.154,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.06,1.048,1.066,15.74,25.68,22.14,23628.45,0.00,,10000.00,,0.116550117,0.256410256,0.372960373,100,181.3333333,81.33333333,#¡DIV/0!,,0.3,0.3,0.1
14/01/2013,9:10:00 p. m.,429.6,430.2,427.7,0,2.334,0.073,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.076,1.068,1.093,15.96,25.48,22.45,23628.45,0.00,,10000.00,,0.100970874,0.240776699,0.341747573,100,190.9015372,90.90153718,#¡DIV/0!,,0.4,0.5,0.5
14/01/2013,9:15:00 p. m.,429.7,430.5,428,0,2.345,0.033,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.028,1.023,1.056,16.12,25.37,22.7,23628.45,0.00,,10000.00,,0.069864928,0.256171402,0.32603633,100,195.8368377,95.83683768,#¡DIV/0!,,0.2,0.4,0.6
14/01/2013,9:20:00 p. m.,429.9,430.6,428.3,0,2.339,0.061,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.053,1.039,1.071,15.88,25.48,22.3,23628.45,0.00,,10000.00,,0.069832402,0.232774674,0.302607076,100,192.375,92.375,#¡DIV/0!,,0.3,0.4,0.6
14/01/2013,9:25:00 p. m.,430.5,431.1,428.8,0,2.352,0.057,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.028,1.017,1.034,15.91,25.46,22.17,23628.45,0.00,,10000.00,,0.085244885,0.224736516,0.309981401,100,192.9016189,92.90161893,#¡DIV/0!,,0.8,0.6,0.8
14/01/2013,9:30:00 p. m.,427.9,428.5,426.4,0,2.307,0.025,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.024,1.018,1.031,16.38,25.57,22.68,23628.45,0.00,,10000.00,,0.070159027,0.210477081,0.280636109,100,196.7838765,96.7838765,#¡DIV/0!,,2,2.1,1.9
14/01/2013,9:35:00 p. m.,426.6,427.3,425,0,2.281,0.006,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.057,1.036,1.063,16.38,25.77,22.58,23628.45,0.00,,10000.00,,0.070372977,0.234576589,0.304949566,100,199.2129427,99.21294272,#¡DIV/0!,,3.9,3.8,3.8
14/01/2013,9:40:00 p. m.,426.2,426.7,424.5,0,2.279,0.012,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.058,1.02,1.058,16.53,25.79,22.62,23628.45,0.00,,10000.00,,0.093940817,0.211366839,0.305307656,100,198.4286338,98.42863378,#¡DIV/0!,,1.7,1.8,1.9
14/01/2013,9:45:00 p. m.,426.6,427.2,424.9,0,2.276,0.022,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.034,0.987,1.036,15.99,25.95,22.06,23628.45,0.00,,10000.00,,0.086024869,0.226792836,0.312817705,100,197.1279373,97.12793734,#¡DIV/0!,,0,0.1,0.1
14/01/2013,9:50:00 p. m.,426.8,427.5,425.3,0,2.29,0.01,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.083,1.045,1.09,16.13,25.72,22.35,23628.45,0.00,,10000.00,,0.062519537,0.226633323,0.28915286,100,198.6956522,98.69565217,#¡DIV/0!,,0.6,0.8,0.8
14/01/2013,9:55:00 p. m.,428.4,429.1,426.9,0,2.324,0.037,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.025,0.978,1.033,15.67,25.58,21.9,23628.45,0.00,,10000.00,,0.062285892,0.225786359,0.288072252,100,195.2986023,95.29860229,#¡DIV/0!,,1.8,1.9,2
14/01/2013,10:00:00 p. m.,428.9,429.7,427.4,0,2.332,0.024,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.045,1.009,1.053,15.58,25.57,21.83,23628.45,0.00,,10000.00,,0.054432348,0.241057543,0.295489891,100,196.9439728,96.94397284,#¡DIV/0!,,2.1,2.2,2.1
14/01/2013,10:05:00 p. m.,429.3,430.2,428,0,2.344,0.036,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.051,1.015,1.051,15.6,25.45,21.88,23628.45,0.00,,10000.00,,0.031067961,0.240776699,0.27184466,100,195.4621849,95.46218487,#¡DIV/0!,,0.9,1.1,1.1
14/01/2013,10:10:00 p. m.,428.6,429.3,427.2,0,2.336,0.008,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.067,1.046,1.075,15.86,25.45,22.04,23628.45,0.00,,10000.00,,0.054470469,0.217881877,0.272352346,100,198.9761092,98.97610922,#¡DIV/0!,,0.3,0.4,0.2
14/01/2013,10:15:00 p. m.,428.1,428.8,426.5,0,2.322,0.021,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.056,1.053,1.062,15.69,25.62,21.82,23628.45,0.00,,10000.00,,0.070126227,0.233754091,0.303880318,100,197.3111396,97.31113956,#¡DIV/0!,,1.2,1.4,1.5
14/01/2013,10:20:00 p. m.,427.8,428.4,426.3,0,2.32,0.017,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.061,1.057,1.077,15.6,25.65,21.57,23628.45,0.00,,10000.00,,0.070175439,0.210526316,0.280701754,100,197.817715,97.81771502,#¡DIV/0!,,0.8,0.9,0.9
14/01/2013,10:25:00 p. m.,427.6,428.3,426.1,0,2.322,0.025,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.079,1.069,1.082,15.37,25.67,21.35,23628.45,0.00,,10000.00,,0.062402496,0.226209048,0.288611544,100,196.8044312,96.80443119,#¡DIV/0!,,0.5,0.5,0.4
14/01/2013,10:30:00 p. m.,427.7,428.5,426.1,0,2.329,0.028,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.083,1.056,1.076,15.32,25.7,21.16,23628.45,0.00,,10000.00,,0.062387897,0.249551587,0.311939484,100,196.4361476,96.43614765,#¡DIV/0!,,0.1,0.1,0.2
14/01/2013,10:35:00 p. m.,427.9,428.5,426.5,0,2.336,0.023,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.096,1.092,1.097,15.32,25.56,21.23,23628.45,0.00,,10000.00,,0.062358719,0.202665835,0.265024554,100,197.0750318,97.07503179,#¡DIV/0!,,0.3,0.2,0.4
14/01/2013,10:40:00 p. m.,427.8,428.8,426.8,0,2.346,0.015,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.095,1.086,1.099,15.29,25.47,21.34,23628.45,0.00,,10000.00,,0,0.233754091,0.233754091,100,198.094028,98.09402795,#¡DIV/0!,,0.1,0.3,0.7
14/01/2013,10:45:00 p. m.,428.9,429.7,427.5,0,2.356,0.048,0.034,0.401,0.203,60.01,0.033,0.193,0.170984456,0,0,#¡DIV/0!,1.114,1.11,1.118,15.2,25.52,21.05,23628.45,0.00,,9999.80,,0.046652671,0.233263354,0.279916025,100,194.0099834,94.00998336,0.167487685,,1,1.2,1
14/01/2013,10:50:00 p. m.,430.1,430.7,428.7,0,2.378,0.036,0,0,0,60.04,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.123,1.119,1.125,15.11,25.38,20.96,23628.45,0.00,,10000.00,,0.06203955,0.201628538,0.263668088,100,195.5260978,95.52609776,#¡DIV/0!,,2.3,1.9,1.9
14/01/2013,10:55:00 p. m.,429.6,430.4,428.3,0,2.378,0.042,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.132,1.107,1.121,15.22,25.38,21.11,23628.45,0.00,,10000.00,,0.038810836,0.225102849,0.263913685,100,194.7933884,94.79338843,#¡DIV/0!,,0.7,0.7,0.8
14/01/2013,11:00:00 p. m.,430.1,431.1,428.9,0,2.39,0.031,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.14,1.109,1.129,15.18,25.35,21.16,23628.45,0.00,,10000.00,,0.015502674,0.248042787,0.263545462,100,196.1586121,96.15861214,#¡DIV/0!,,0,0.4,0.2
14/01/2013,11:05:00 p. m.,429.7,430.5,428.3,0,2.378,0.07,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.146,1.121,1.138,15.07,25.46,20.86,23628.45,0.00,,10000.00,,0.046565774,0.232828871,0.279394645,100,191.4215686,91.42156863,#¡DIV/0!,,0.1,0.1,0
14/01/2013,11:10:00 p. m.,430.5,431.4,429.2,0,2.391,0.125,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.094,1.064,1.097,14.82,25.51,20.62,23628.45,0.00,,10000.00,,0.030981334,0.240105337,0.27108667,100,185.0953895,85.09538951,#¡DIV/0!,,0.4,0.3,0.3
14/01/2013,11:15:00 p. m.,430.9,431.8,429.7,0,2.415,0.051,0,0,0,60.05,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.121,1.088,1.127,15.2,25.18,21.17,23628.45,0.00,,10000.00,,0.023212628,0.232126277,0.255338904,100,193.7956204,93.79562044,#¡DIV/0!,,1.2,1.3,1.4
14/01/2013,11:20:00 p. m.,430.7,431.6,429.6,0,2.403,0.054,0,0,0,60.06,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.091,1.07,1.092,15.13,25.33,20.94,23628.45,0.00,,10000.00,,0.015481074,0.224475579,0.239956653,100,193.4065934,93.40659341,#¡DIV/0!,,0.2,0.2,0.4
14/01/2013,11:25:00 p. m.,429.8,430.5,428.6,0,2.375,0.062,0,0,0,60.08,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.135,1.116,1.148,15.11,25.53,20.71,23628.45,0.00,,10000.00,,0.038792769,0.201722399,0.240515168,100,192.3676652,92.36766516,#¡DIV/0!,,1.1,1.3,1.1
14/01/2013,11:30:00 p. m.,428.2,429.1,426.7,0,2.356,0.068,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.125,1.09,1.133,15.06,25.73,20.47,23628.45,0.00,,10000.00,,0.046728972,0.257009346,0.303738318,100,191.5841584,91.58415842,#¡DIV/0!,,2.5,2.5,2.9
14/01/2013,11:35:00 p. m.,430.7,431.6,429.2,0,2.413,0.133,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.134,1.107,1.15,14.64,25.49,20.05,23628.45,0.00,,10000.00,,0.046457607,0.255516841,0.301974448,100,184.3283582,84.32835821,#¡DIV/0!,,0.9,1.1,0.6
