Fecha de la Medida,Hora de la Medida,AB,BC,AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],,,,
17/01/2014,21:51:35,420.65,430.51,426.02,1.13,0,0,,,,,364.92,0.36492,282.69,0.28269
17/01/2014,21:56:35,421.27,430.85,426.37,1.13,0,0,,,,,366.21,0.36621,282.01,0.28201
17/01/2014,22:01:35,421.09,430.6,426.63,1.13,0,0,,,,,369.67,0.36967,284.2,0.2842
17/01/2014,22:06:35,420.14,429.99,425.99,1.14,0,0,,,,,370.79,0.37079,282.11,0.28211
17/01/2014,22:11:35,420.23,429.38,425.54,1.14,0,0,,,,,373.37,0.37337,283.19,0.28319
17/01/2014,22:16:35,420.3,429.74,425.39,1.12,0,0,,,,,364.94,0.36494,280.99,0.28099
17/01/2014,22:21:35,420.49,429.99,425.76,1.13,0,0,,,,,367.48,0.36748,281.93,0.28193
17/01/2014,22:26:35,420.37,430.16,425.81,1.13,0,0,,,,,369.41,0.36941,282.97,0.28297
17/01/2014,22:31:35,425.16,434.45,430.05,1.19,0,0,,,,,389.27,0.38927,300.61,0.30061
17/01/2014,22:36:35,425.24,434.72,430.42,1.19,0,0,,,,,389.65,0.38965,301.6,0.3016
17/01/2014,22:41:35,419.57,429.38,424.67,1.14,0,0,,,,,368.71,0.36871,284,0.284
17/01/2014,22:46:35,420.73,430.15,425.85,1.15,0,0,,,,,372.65,0.37265,288.48,0.28848
17/01/2014,22:51:35,421.44,431.29,426.8,1.13,0,0,,,,,369.14,0.36914,283.29,0.28329
17/01/2014,22:56:35,421.53,431.26,426.67,1.14,0,0,,,,,370.68,0.37068,287.67,0.28767
17/01/2014,23:01:35,422.37,431.4,427.37,1.14,0,0,,,,,373.31,0.37331,287.54,0.28754
17/01/2014,23:06:35,422.74,431.88,427.44,1.15,0,0,,,,,376.82,0.37682,290.17,0.29017
17/01/2014,23:11:35,421.97,431.41,427.04,1.14,0,0,,,,,373.29,0.37329,285.87,0.28587
17/01/2014,23:16:35,423.4,433.49,428.43,1.17,0,0,,,,,383.95,0.38395,293.14,0.29314
17/01/2014,23:21:35,422.72,432.35,428,1.17,0,0,,,,,387.12,0.38712,292.17,0.29217
17/01/2014,23:26:35,422.85,432.31,427.78,1.16,0,0,,,,,382.7,0.3827,287.29,0.28729
17/01/2014,23:31:35,423.61,432.72,429.01,1.16,0,0,,,,,384.24,0.38424,287.71,0.28771
17/01/2014,23:36:35,423.66,432.85,428.87,1.17,0,0,,,,,386.65,0.38665,290.88,0.29088
17/01/2014,23:41:35,424.12,433.67,429.34,1.18,0,0,,,,,388.23,0.38823,292.13,0.29213
17/01/2014,23:46:35,420.59,429.38,425.69,1.14,0,0,,,,,372.3,0.3723,279.51,0.27951
17/01/2014,23:51:35,424.77,434.54,430.54,1.2,0,0,,,,,398.95,0.39895,297.95,0.29795
17/01/2014,23:56:35,421.13,430.22,426.14,1.14,0,0,,,,,374.87,0.37487,282.49,0.28249
18/01/2014,00:01:35,424.85,434.38,429.92,1.17,0,0,,,,,388.18,0.38818,293.2,0.2932
18/01/2014,00:06:35,424.01,433.25,429.7,1.18,0,0,,,,,388.81,0.38881,296.61,0.29661
18/01/2014,00:11:35,424.51,433.56,429.52,1.18,0,0,,,,,387.75,0.38775,294.29,0.29429
18/01/2014,00:16:35,424.35,433.23,429.71,1.18,0,0,,,,,388.16,0.38816,297.6,0.2976
18/01/2014,00:21:35,424.99,433.88,430.1,1.18,0,0,,,,,386.79,0.38679,297.53,0.29753
18/01/2014,00:26:35,424.83,433.72,430.09,1.19,0,0,,,,,391.99,0.39199,299.42,0.29942
18/01/2014,00:31:35,425.67,434.42,430.97,1.2,0,0,,,,,396.91,0.39691,301.72,0.30172
18/01/2014,00:36:35,421.03,429.16,425.32,1.13,0,0,,,,,366.85,0.36685,281.47,0.28147
18/01/2014,00:41:35,425.79,434.66,430.73,1.2,0,0,,,,,394.81,0.39481,302.84,0.30284
18/01/2014,00:46:35,425.13,434.14,429.62,1.19,0,0,,,,,393.67,0.39367,298.34,0.29834
18/01/2014,00:51:35,426.13,435.02,431.16,1.19,0,0,,,,,393.55,0.39355,302.03,0.30203
18/01/2014,00:56:35,420.72,429.48,426.04,1.15,0,0,,,,,373.28,0.37328,284.22,0.28422
18/01/2014,01:01:35,421.19,430.04,426.54,1.16,0,0,,,,,379.07,0.37907,288.62,0.28862
18/01/2014,01:06:35,422.02,431.02,426.81,1.16,0,0,,,,,381.39,0.38139,288.75,0.28875
18/01/2014,01:11:35,421.87,430.43,426.83,1.15,0,0,,,,,375.94,0.37594,286.68,0.28668
18/01/2014,01:16:35,421.95,430.44,427,1.16,0,0,,,,,377.26,0.37726,288.5,0.2885
18/01/2014,01:21:35,421.74,430.72,427.17,1.14,0,0,,,,,372.68,0.37268,284.59,0.28459
18/01/2014,01:26:35,421.58,430.11,426.38,1.14,0,0,,,,,373.14,0.37314,284.96,0.28496
18/01/2014,01:31:35,421.79,430.78,427.13,1.17,0,0,,,,,381.69,0.38169,289.49,0.28949
18/01/2014,01:36:35,422.28,430.91,427.48,1.16,0,0,,,,,379.72,0.37972,289.18,0.28918
18/01/2014,01:41:35,422.15,430.67,427.05,1.15,0,0,,,,,374.31,0.37431,286,0.286
18/01/2014,01:46:35,421.93,430.4,426.48,1.15,0,0,,,,,374.74,0.37474,286.25,0.28625
18/01/2014,01:51:35,422.07,430.79,427.27,1.15,0,0,,,,,373.87,0.37387,286.2,0.2862
18/01/2014,01:56:35,422.92,431.64,428.02,1.15,0,0,,,,,375.92,0.37592,290.7,0.2907
18/01/2014,02:01:35,423.55,431.86,428.21,1.17,0,0,,,,,383.3,0.3833,294.05,0.29405
18/01/2014,02:06:35,422.89,431.82,428.27,1.18,0,0,,,,,388.27,0.38827,293.37,0.29337
18/01/2014,02:11:35,422.93,431.88,428.55,1.17,0,0,,,,,381.57,0.38157,291.88,0.29188
18/01/2014,02:16:35,422.93,431.27,427.86,1.16,0,0,,,,,379.94,0.37994,289.9,0.2899
18/01/2014,02:21:35,423.44,431.86,428.65,1.16,0,0,,,,,380.07,0.38007,291.07,0.29107
18/01/2014,02:26:35,423.32,431.72,428.47,1.16,0,0,,,,,378.18,0.37818,290.34,0.29034
18/01/2014,02:31:35,423.08,431.62,428.21,1.16,0,0,,,,,379.75,0.37975,291.76,0.29176
18/01/2014,02:36:35,422.85,431.25,427.67,1.18,0,0,,,,,385.56,0.38556,294.01,0.29401
18/01/2014,02:41:35,422.92,431.88,428.26,1.17,0,0,,,,,382.45,0.38245,291.99,0.29199
18/01/2014,02:46:35,422.86,431.36,427.82,1.17,0,0,,,,,382.91,0.38291,291.55,0.29155
18/01/2014,02:51:35,423.17,431.63,428.35,1.15,0,0,,,,,377.95,0.37795,287.25,0.28725
18/01/2014,02:56:35,423.61,432.31,428.42,1.16,0,0,,,,,380.2,0.3802,290.58,0.29058
18/01/2014,03:01:35,423.42,432.17,428.71,1.16,0,0,,,,,379.77,0.37977,292.18,0.29218
18/01/2014,03:06:35,423.67,431.82,428.33,1.16,0,0,,,,,379.18,0.37918,290.56,0.29056
18/01/2014,03:11:35,423.57,431.88,428.5,1.16,0,0,,,,,380.23,0.38023,291.68,0.29168
18/01/2014,03:16:35,422.55,431.55,427.73,1.16,0,0,,,,,378.77,0.37877,290.01,0.29001
18/01/2014,03:21:35,423.06,431.23,427.74,1.15,0,0,,,,,374.7,0.3747,290.56,0.29056
18/01/2014,03:26:35,423.5,431.76,428.33,1.15,0,0,,,,,374.43,0.37443,290.17,0.29017
18/01/2014,03:31:35,424.34,432.74,429.24,1.15,0,0,,,,,377.55,0.37755,291.37,0.29137
18/01/2014,03:36:35,423.99,432.31,428.44,1.15,0,0,,,,,375.27,0.37527,291.07,0.29107
18/01/2014,03:41:35,423.92,432.45,428.99,1.17,0,0,,,,,382.5,0.3825,293.36,0.29336
18/01/2014,03:46:35,423.55,432.38,428.66,1.17,0,0,,,,,382.11,0.38211,292.65,0.29265
18/01/2014,03:51:35,422.58,431.54,427.38,1.15,0,0,,,,,374.35,0.37435,289.06,0.28906
18/01/2014,03:56:35,422.84,430.99,427.7,1.15,0,0,,,,,373.58,0.37358,289.34,0.28934
18/01/2014,04:01:35,423.24,431.97,427.92,1.14,0,0,,,,,370.59,0.37059,285.66,0.28566
18/01/2014,04:06:35,423.42,432.22,428.16,1.15,0,0,,,,,377.25,0.37725,290.36,0.29036
18/01/2014,04:11:35,422.96,431.65,427.95,1.16,0,0,,,,,379.5,0.3795,291.63,0.29163
18/01/2014,04:16:35,422.29,430.94,427.77,1.15,0,0,,,,,376.28,0.37628,289.46,0.28946
18/01/2014,04:21:35,423.03,431.36,427.61,1.14,0,0,,,,,370.16,0.37016,287.02,0.28702
18/01/2014,04:26:35,422.93,430.98,427.34,1.14,0,0,,,,,371.42,0.37142,290.03,0.29003
18/01/2014,04:31:35,423.55,432.29,428.42,1.15,0,0,,,,,375.11,0.37511,289.32,0.28932
18/01/2014,04:36:35,423.37,431.97,428.34,1.15,0,0,,,,,374.26,0.37426,289.76,0.28976
18/01/2014,04:41:35,422.65,430.61,427.24,1.15,0,0,,,,,373.86,0.37386,290.35,0.29035
18/01/2014,04:46:35,422.61,430.85,427.28,1.16,0,0,,,,,380.67,0.38067,291.09,0.29109
18/01/2014,04:51:35,423.09,431.42,427.83,1.14,0,0,,,,,373.22,0.37322,287.05,0.28705
18/01/2014,04:56:35,422.97,431.72,428,1.14,0,0,,,,,371.84,0.37184,286.14,0.28614
18/01/2014,05:01:35,423.63,432.1,428.16,1.15,0,0,,,,,373.78,0.37378,289.41,0.28941
18/01/2014,05:06:35,423.31,431.93,428.04,1.15,0,0,,,,,373.71,0.37371,289.11,0.28911
18/01/2014,05:11:35,423.4,431.92,428.32,1.16,0,0,,,,,378.86,0.37886,290.51,0.29051
18/01/2014,05:16:35,422.98,431.9,428.17,1.16,0,0,,,,,378.42,0.37842,290.12,0.29012
18/01/2014,05:21:35,422.41,430.71,427.39,1.14,0,0,,,,,370.42,0.37042,287.1,0.2871
18/01/2014,05:26:35,422.65,431.06,427.4,1.14,0,0,,,,,372.38,0.37238,286.82,0.28682
18/01/2014,05:31:35,422.85,430.77,427.37,1.14,0,0,,,,,370.68,0.37068,287.04,0.28704
18/01/2014,05:36:35,422.58,431.2,427.39,1.13,0,0,,,,,367.03,0.36703,285.62,0.28562
18/01/2014,05:41:35,422.83,431.5,427.6,1.15,0,0,,,,,373.5,0.3735,288.89,0.28889
18/01/2014,05:46:35,422.52,431.35,427.76,1.15,0,0,,,,,374.57,0.37457,290.52,0.29052
18/01/2014,05:51:35,422.45,431.59,427.53,1.15,0,0,,,,,375.81,0.37581,288.79,0.28879
18/01/2014,05:56:35,422.55,431.28,427.46,1.14,0,0,,,,,369.95,0.36995,287.32,0.28732
18/01/2014,06:01:35,421.79,430.6,427.24,1.13,0,0,,,,,367.93,0.36793,285.94,0.28594
18/01/2014,06:06:35,421.08,429.95,426.33,1.13,0,0,,,,,366.94,0.36694,282.37,0.28237
18/01/2014,06:11:35,421.03,429.88,425.99,1.11,0,0,,,,,362.49,0.36249,278.66,0.27866
18/01/2014,06:16:35,425.04,433.52,430.05,1.19,0,0,,,,,391.4,0.3914,299.18,0.29918
18/01/2014,06:21:35,425.34,434.32,430.66,1.18,0,0,,,,,388.71,0.38871,296.7,0.2967
18/01/2014,06:26:35,424.78,433.9,430.14,1.19,0,0,,,,,389.97,0.38997,299,0.299
18/01/2014,06:31:35,424.84,433.11,429.68,1.16,0,0,,,,,381.11,0.38111,295.72,0.29572
18/01/2014,06:36:35,424.53,433.29,429.5,1.16,0,0,,,,,379.12,0.37912,291.82,0.29182
18/01/2014,06:41:35,424.02,432.92,429.26,1.16,0,0,,,,,376.95,0.37695,293.42,0.29342
18/01/2014,06:46:35,423.91,432.7,428.96,1.15,0,0,,,,,376.14,0.37614,289.75,0.28975
18/01/2014,06:51:35,423.99,432.89,429.02,1.16,0,0,,,,,380.69,0.38069,293.64,0.29364
18/01/2014,06:56:35,424.12,432.98,428.91,1.17,0,0,,,,,381.06,0.38106,295.82,0.29582
18/01/2014,07:01:35,424.87,433.64,429.84,1.18,0,0,,,,,385.62,0.38562,298.29,0.29829
18/01/2014,07:06:35,426.48,434.92,431.05,1.18,0,0,,,,,385.6,0.3856,300.2,0.3002
18/01/2014,07:11:35,425.27,433.57,429.22,1.15,0,0,,,,,378.61,0.37861,291.72,0.29172
18/01/2014,07:16:35,425.86,434.79,430.27,1.18,0,0,,,,,385.62,0.38562,300.04,0.30004
18/01/2014,07:21:35,425.69,434.34,430.01,1.18,0,0,,,,,387.3,0.3873,300.56,0.30056
18/01/2014,07:26:35,425.31,433.58,429.97,1.18,0,0,,,,,384.87,0.38487,300.91,0.30091
18/01/2014,07:31:35,425.74,434.45,430.31,1.18,0,0,,,,,388.21,0.38821,299.73,0.29973
18/01/2014,07:36:35,425.57,434.01,430.15,1.18,0,0,,,,,384.9,0.3849,298.96,0.29896
18/01/2014,07:41:35,424.3,433.07,428.71,1.15,0,0,,,,,374.57,0.37457,290.52,0.29052
18/01/2014,07:46:35,427.12,435.76,431.42,1.18,0,0,,,,,386.87,0.38687,300.9,0.3009
18/01/2014,07:51:35,422.76,431.49,427.26,1.15,0,0,,,,,375.07,0.37507,289.41,0.28941
18/01/2014,07:56:35,420.43,429.16,425.11,1.12,0,0,,,,,362.52,0.36252,278.36,0.27836
18/01/2014,08:01:35,425.38,434.66,430.21,1.19,0,0,,,,,391.09,0.39109,298.98,0.29898
18/01/2014,08:06:35,426.22,434.68,430.61,1.7,0,1.25,,,,,1195.81,1.19581,185.29,0.18529
18/01/2014,08:11:35,427.09,435.99,431.21,1.95,1.17,1.45,,,,,1386.33,1.38633,188.4,0.1884
18/01/2014,08:16:35,428.06,437.03,432.95,2.87,2.08,2.42,,,,,2153.65,2.15365,157.53,0.15753
18/01/2014,08:21:35,428.13,436.52,432.13,3.35,2.58,2.87,,,,,2514.41,2.51441,140.12,0.14012
18/01/2014,08:26:35,428.71,437.45,433.17,3.64,2.93,3.22,,,,,2759.06,2.75906,133.47,0.13347
18/01/2014,08:31:35,427.45,436.36,432.18,4.06,3.38,3.64,,,,,3062.78,3.06278,121.53,0.12153
18/01/2014,08:36:35,428.49,437.17,432.96,4.54,3.86,4.12,,,,,3443.93,3.44393,104.64,0.10464
18/01/2014,08:41:35,429.7,438.72,434.42,5.19,4.49,4.81,,,,,3956.69,3.95669,79.92,0.07992
18/01/2014,08:46:35,428.37,437.33,432.85,5.33,4.69,4.93,,,,,4048.6,4.0486,84.04,0.08404
18/01/2014,08:51:35,430.37,439.13,434.86,5.7,5.01,5.28,,,,,4343.47,4.34347,74.08,0.07408
18/01/2014,08:56:35,429.2,437.78,433.55,5.74,5.04,5.27,,,,,4339.6,4.3396,84.54,0.08454
18/01/2014,09:01:35,429.01,437.94,433.9,6.08,5.36,5.64,,,,,4602.45,4.60245,68.69,0.06869
18/01/2014,09:06:35,430.87,439.95,435.35,6.21,5.57,5.78,,,,,4744.7,4.7447,71.47,0.07147
18/01/2014,09:11:35,431.34,439.8,435.31,6.35,5.67,5.96,,,,,4853.4,4.8534,58.25,0.05825
18/01/2014,09:16:35,431.72,440.34,436.08,6.42,5.71,6.02,,,,,4906.34,4.90634,56.32,0.05632
18/01/2014,09:21:35,430.63,438.84,434.07,6.58,5.91,6.12,,,,,4997.32,4.99732,46.04,0.04604
18/01/2014,09:26:35,432.53,441.16,436.61,6.58,5.89,6.16,,,,,5035.42,5.03542,56.97,0.05697
18/01/2014,09:31:35,432.82,441.62,436.91,6.7,6,6.24,,,,,5123.43,5.12343,51.15,0.05115
18/01/2014,09:36:35,433.08,442.27,437.82,6.81,6.12,6.37,,,,,5220.3,5.2203,56.72,0.05672
18/01/2014,09:41:35,432.71,441.43,436.92,6.95,6.24,6.53,,,,,5316.88,5.31688,42.92,0.04292
18/01/2014,09:46:35,431.5,440.76,436.02,7,6.33,6.58,,,,,5346.74,5.34674,36.86,0.03686
18/01/2014,09:51:35,433.72,442.26,437.84,7.22,6.49,6.77,,,,,5527.05,5.52705,33.65,0.03365
18/01/2014,09:56:35,433.2,441.78,436.95,7.26,6.56,6.79,,,,,5547.6,5.5476,49.57,0.04957
18/01/2014,10:01:35,432.12,441.48,436.8,7.23,6.53,6.77,,,,,5518.82,5.51882,46.5,0.0465
18/01/2014,10:06:35,431.65,440.46,436.22,7.38,6.68,6.95,,,,,5632.08,5.63208,29.58,0.02958
18/01/2014,10:11:35,431.78,440.4,435.86,7.41,6.7,6.95,,,,,5642.61,5.64261,20.38,0.02038
18/01/2014,10:16:35,431.82,440.76,436.24,7.5,6.78,7.03,,,,,5708.35,5.70835,4.67,0.00467
18/01/2014,10:21:35,432.67,441.49,436.38,7.6,6.93,6.98,,,,,5754.15,5.75415,-16.94,-0.01694
18/01/2014,10:26:35,432.71,441.39,436.98,7.55,6.9,6.98,,,,,5734.46,5.73446,-24.49,-0.02449
18/01/2014,10:31:35,432.47,441.31,436.68,7.58,6.89,6.97,,,,,5735.99,5.73599,-28.71,-0.02871
18/01/2014,10:36:35,430.7,439.99,435.26,7.75,7.03,7.06,,,,,5811.82,5.81182,-36.85,-0.03685
18/01/2014,10:41:35,432.11,440.77,436.25,7.74,6.99,7.01,,,,,5795.74,5.79574,-50.24,-0.05024
18/01/2014,10:46:35,432.34,441.24,436.71,7.87,7.18,7.15,,,,,5912.74,5.91274,-68.97,-0.06897
18/01/2014,10:51:35,433.04,441.6,436.55,7.84,7.14,7.1,,,,,5889.51,5.88951,-65.61,-0.06561
18/01/2014,10:56:35,431.9,440.48,435.69,8.08,7.39,7.29,,,,,6039.38,6.03938,-81.6,-0.0816
18/01/2014,11:01:35,431.39,440.4,435.27,7.97,7.25,7.14,,,,,5932.85,5.93285,-83.11,-0.08311
18/01/2014,11:06:35,432.95,441.52,436.89,8.12,7.41,7.29,,,,,6060.97,6.06097,-105.62,-0.10562
18/01/2014,11:11:35,433.02,441.38,437.27,8.27,7.58,7.43,,,,,6179.23,6.17923,-111.52,-0.11152
18/01/2014,11:16:35,432.97,441.52,436.71,8.11,7.37,7.23,,,,,6031.23,6.03123,-131.96,-0.13196
18/01/2014,11:21:35,431.9,440.63,435.38,8.07,7.34,7.11,,,,,5986.99,5.98699,-131.38,-0.13138
18/01/2014,11:26:35,431.68,439.9,435.25,7.78,7.18,6.9,,,,,5765.65,5.76565,-132.98,-0.13298
18/01/2014,11:31:35,431.95,440.13,435.49,7.88,7.14,6.95,,,,,5833.45,5.83345,-151.55,-0.15155
18/01/2014,11:36:35,431.98,440.64,436.31,7.95,7.27,7.05,,,,,5900.36,5.90036,-162.28,-0.16228
18/01/2014,11:41:35,431.97,441.03,436.81,7.83,7.14,6.95,,,,,5817.9,5.8179,-151.89,-0.15189
18/01/2014,11:46:35,431.15,440.15,434.56,7.89,7.22,6.97,,,,,5834.93,5.83493,-170.57,-0.17057
18/01/2014,11:51:35,432.2,440.69,435.77,7.84,7.2,6.94,,,,,5834.45,5.83445,-165.03,-0.16503
18/01/2014,11:56:35,430.61,439.22,434.34,7.91,7.09,6.79,,,,,5793.65,5.79365,-176.27,-0.17627
18/01/2014,12:01:35,430.38,439.09,434.3,7.66,6.85,6.62,,,,,5616.21,5.61621,-174.22,-0.17422
18/01/2014,12:06:35,430.88,439.22,434.66,7.67,6.64,6.45,,,,,5642.63,5.64263,-30.1,-0.0301
18/01/2014,12:11:35,431.04,439.73,435.13,7.64,6.73,6.49,,,,,5618.16,5.61816,-133.22,-0.13322
18/01/2014,12:16:35,430.76,439.8,435.21,7.81,6.79,6.61,,,,,5760.48,5.76048,-75.32,-0.07532
18/01/2014,12:21:35,430.51,438.87,434,7.99,6.8,6.53,,,,,5841.61,5.84161,4.81,0.00481
18/01/2014,12:26:35,430.69,439.37,434.81,7.88,6.81,6.53,,,,,5759.61,5.75961,-59.37,-0.05937
18/01/2014,12:31:35,432.07,440.84,435.82,7.62,6.76,6.53,,,,,5618.28,5.61828,-190.44,-0.19044
18/01/2014,12:36:35,431.81,439.88,435.79,7.25,6.22,6,,,,,5325.28,5.32528,-53.12,-0.05312
18/01/2014,12:41:35,431.27,439.36,434.83,7.35,6.29,6.08,,,,,5393.05,5.39305,-29.96,-0.02996
18/01/2014,12:46:35,429.64,438.22,433.75,7.43,6.35,6.13,,,,,5444.56,5.44456,-13.03,-0.01303
18/01/2014,12:51:35,430.41,438.6,434.18,7.48,6.33,6.08,,,,,5453.47,5.45347,9.63,0.00963
18/01/2014,12:56:35,430.59,438.89,434.54,7.18,6.03,5.76,,,,,5234.79,5.23479,42.48,0.04248
18/01/2014,13:01:35,431.35,439.83,435.25,6.93,5.9,5.73,,,,,5075.58,5.07558,-45.95,-0.04595
18/01/2014,13:06:35,430.49,439.16,434.55,6.93,5.66,5.44,,,,,5023.81,5.02381,104.06,0.10406
18/01/2014,13:11:35,429.94,438.39,433.94,7.14,5.68,5.49,,,,,5130.27,5.13027,115.32,0.11532
18/01/2014,13:16:35,430.16,438.57,434.26,6.91,5.59,5.43,,,,,4999.62,4.99962,113.44,0.11344
18/01/2014,13:21:35,429.98,438.24,434.21,6.87,5.29,5.09,,,,,4885.17,4.88517,158.99,0.15899
18/01/2014,13:26:35,430.1,438.54,433.91,6.8,5.41,5.18,,,,,4892.38,4.89238,128.96,0.12896
18/01/2014,13:31:35,430.28,438.94,434.19,6.24,4.99,4.81,,,,,4498.12,4.49812,90.8,0.0908
18/01/2014,13:36:35,430.29,438.89,434.48,6.09,4.96,4.76,,,,,4399.44,4.39944,49.36,0.04936
18/01/2014,13:41:35,425.14,433.65,429.19,6.04,5.11,4.9,,,,,4350.08,4.35008,-10.4,-0.0104
18/01/2014,13:46:35,425.12,433.58,428.93,6.09,4.92,4.71,,,,,4333.94,4.33394,96.03,0.09603
18/01/2014,13:51:35,425.74,434.28,430.23,6.33,5.05,4.84,,,,,4506.86,4.50686,109.37,0.10937
18/01/2014,13:56:35,424.5,433.2,428.89,6.54,5.17,4.92,,,,,4624.65,4.62465,119.68,0.11968
18/01/2014,14:01:35,425.14,434.16,429.78,5.84,4.57,4.32,,,,,4122.92,4.12292,120.71,0.12071
18/01/2014,14:06:35,425.9,434.61,430.12,6.06,4.83,4.56,,,,,4289.24,4.28924,81.47,0.08147
18/01/2014,14:11:35,423.86,432.07,427.61,5.73,4.79,4.53,,,,,4050.76,4.05076,-34.72,-0.03472
18/01/2014,14:16:35,425.27,433.94,429.52,5.9,4.89,4.64,,,,,4221.22,4.22122,65.11,0.06511
18/01/2014,14:21:35,426.38,434.99,430.66,6.36,5.16,4.89,,,,,4522.88,4.52288,69.79,0.06979
18/01/2014,14:26:35,425.78,434.23,430.12,6.6,5.26,4.99,,,,,4662.16,4.66216,101.28,0.10128
18/01/2014,14:31:35,426.12,434.64,430.2,6.18,4.89,4.65,,,,,4374.94,4.37494,96.48,0.09648
18/01/2014,14:36:35,426.26,434.86,430.7,6.07,4.85,4.63,,,,,4305.39,4.30539,68.93,0.06893
18/01/2014,14:41:35,424.64,432.71,428.41,5.6,4.93,4.57,,,,,3991.92,3.99192,-113.6,-0.1136
18/01/2014,14:46:35,425.47,433.78,429.83,5.57,4.65,4.4,,,,,3957.54,3.95754,-43.27,-0.04327
18/01/2014,14:51:35,425.81,434.76,430.36,5.62,4.44,4.23,,,,,3969.26,3.96926,81.46,0.08146
18/01/2014,14:56:35,425.18,434.03,429.88,5.44,4.26,4.06,,,,,3828.31,3.82831,72.11,0.07211
18/01/2014,15:01:35,424.99,433.74,429.54,5.08,4.12,3.93,,,,,3597.43,3.59743,-21.57,-0.02157
18/01/2014,15:06:35,424.02,433.07,428.01,4.7,3.8,3.53,,,,,3301.5,3.3015,-5.38,-0.00538
18/01/2014,15:11:35,422.36,431,426.79,2.44,1.64,1.6,,,,,1604.37,1.60437,17.01,0.01701
18/01/2014,15:16:35,425.31,433.68,429.41,4.32,3.52,3.32,,,,,3042.69,3.04269,-57.78,-0.05778
18/01/2014,15:21:35,424.56,432.61,428.72,3.91,3.16,2.98,,,,,2740.29,2.74029,-35.37,-0.03537
18/01/2014,15:26:35,423.38,431.81,427.35,3.7,2.98,2.77,,,,,2573.71,2.57371,-31.77,-0.03177
18/01/2014,15:31:35,422.94,431.26,427.3,3.45,2.63,2.51,,,,,2376.2,2.3762,-31.61,-0.03161
18/01/2014,15:36:35,422.47,431.18,426.78,3.04,2.25,2.14,,,,,2059.53,2.05953,-12.88,-0.01288
18/01/2014,15:41:35,422.42,431.03,426.69,2.31,1.57,1.49,,,,,1479.13,1.47913,17.9,0.0179
18/01/2014,15:46:35,423.19,431.99,427.2,2.32,1.55,1.49,,,,,1487.92,1.48792,2.69,0.00269
18/01/2014,15:51:35,421,429.42,425.27,2.04,0,1.11,,,,,280.54,0.28054,752.66,0.75266
18/01/2014,15:56:35,420.77,429.61,424.76,1.9,1.12,1.13,,,,,1105.42,1.10542,29.68,0.02968
18/01/2014,16:01:35,421.92,430.72,426.46,1.9,1.1,1.12,,,,,1130.77,1.13077,33.46,0.03346
18/01/2014,16:06:35,421.3,429.97,425.53,1.71,0,0.96,,,,,943.42,0.94342,40.32,0.04032
18/01/2014,16:11:35,420.49,429.56,425.32,1.71,0,0.97,,,,,967.85,0.96785,35.34,0.03534
18/01/2014,16:16:35,420.6,429.35,424.92,1.77,0.97,1.02,,,,,988.96,0.98896,39.53,0.03953
18/01/2014,16:21:35,422.48,431.05,426.45,1.54,0,0,,,,,618.32,0.61832,107.21,0.10721
18/01/2014,16:26:35,420.38,428.92,424.84,1.74,0.97,1.03,,,,,992.99,0.99299,47.77,0.04777
18/01/2014,16:31:35,421.35,430.02,425.98,1.3,0,0,,,,,492.25,0.49225,180.44,0.18044
18/01/2014,16:36:35,421.9,430.16,426.36,1.54,0,0,,,,,615.46,0.61546,97.73,0.09773
18/01/2014,16:41:35,421.71,429.87,426.3,1.34,0,0,,,,,508.11,0.50811,154.89,0.15489
18/01/2014,16:46:35,422.13,430.73,426.33,1.39,0,0,,,,,541.55,0.54155,148.87,0.14887
18/01/2014,16:51:35,422.15,431.06,426.9,1.22,0,0,,,,,395.61,0.39561,313,0.313
18/01/2014,16:56:35,420.73,429.79,425.5,1.85,0,0,,,,,535.15,0.53515,534.82,0.53482
18/01/2014,17:01:35,420.81,429.57,425.35,1.18,0,0,,,,,411.84,0.41184,230.46,0.23046
18/01/2014,17:06:35,420.83,429.71,425.27,1.21,0,0,,,,,389.35,0.38935,308.25,0.30825
18/01/2014,17:11:35,419.66,428.92,424,1.2,0,0,,,,,385.31,0.38531,305.65,0.30565
18/01/2014,17:16:35,421.68,430.59,426.01,1.21,0,0,,,,,390.11,0.39011,309.6,0.3096
18/01/2014,17:21:35,421.2,430.44,426.35,1.22,0,0,,,,,393.11,0.39311,312.3,0.3123
18/01/2014,17:26:35,420.53,429.1,424.68,1.22,0,0,,,,,390.54,0.39054,311.71,0.31171
18/01/2014,17:31:35,420.69,429.87,425.4,1.2,0,0,,,,,386.43,0.38643,307.34,0.30734
18/01/2014,17:36:35,421.25,430.11,425.71,1.2,0,0,,,,,384.23,0.38423,306.69,0.30669
18/01/2014,17:41:35,420.92,429.85,425.18,1.18,0,0,,,,,378.39,0.37839,302.3,0.3023
18/01/2014,17:46:35,421.15,429.99,425.53,1.18,0,0,,,,,379.34,0.37934,302.24,0.30224
18/01/2014,17:51:35,421.18,430.62,425.69,1.19,0,0,,,,,384.63,0.38463,304.37,0.30437
18/01/2014,17:56:35,421.54,430.63,425.53,1.18,0,0,,,,,382.38,0.38238,301.78,0.30178
