Fecha de la Medida,Hora de la Medida,AB,BC,AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],,,,
18/01/2014,18:01:35,422,431.37,426.67,1.19,0,0,,,,,385.15,0.38515,305.11,0.30511
18/01/2014,18:06:35,420.22,429.79,424.94,1.18,0,0,,,,,378.62,0.37862,301.51,0.30151
18/01/2014,18:11:35,420.59,429.76,425.14,1.16,0,0,,,,,372.14,0.37214,298.2,0.2982
18/01/2014,18:16:35,426.41,435.54,430.54,1.23,0,0,,,,,397.44,0.39744,321.63,0.32163
18/01/2014,18:21:35,423.88,433.78,429.08,1.22,0,0,,,,,394.7,0.3947,318.18,0.31818
18/01/2014,18:26:35,423.54,433.47,428.01,1.21,0,0,,,,,391.61,0.39161,313.5,0.3135
18/01/2014,18:31:35,422.8,432.45,427.69,1.2,0,0,,,,,385.22,0.38522,309.97,0.30997
18/01/2014,18:36:35,423.08,433.05,427.83,1.21,0,0,,,,,389.67,0.38967,314.13,0.31413
18/01/2014,18:41:35,422.43,432.42,427.55,1.19,0,0,,,,,381.38,0.38138,307.43,0.30743
18/01/2014,18:46:35,420.91,430.88,425.99,1.17,0,0,,,,,374.41,0.37441,301.19,0.30119
18/01/2014,18:51:35,422.14,431.87,426.9,1.19,0,0,,,,,381.3,0.3813,307.2,0.3072
18/01/2014,18:56:35,422.74,432.89,428.04,1.2,0,0,,,,,385.96,0.38596,312.22,0.31222
18/01/2014,19:01:35,422.31,432.61,427.36,1.19,0,0,,,,,383.4,0.3834,308.4,0.3084
18/01/2014,19:06:35,422.8,432.99,428.12,1.21,0,0,,,,,387.44,0.38744,313.02,0.31302
18/01/2014,19:11:35,422.68,432.43,427.71,1.2,0,0,,,,,383.97,0.38397,311.57,0.31157
18/01/2014,19:16:35,422.11,431.89,426.82,1.19,0,0,,,,,379.83,0.37983,309.69,0.30969
18/01/2014,19:21:35,422.28,432.46,427.47,1.2,0,0,,,,,384.97,0.38497,311.9,0.3119
18/01/2014,19:26:35,422.66,432.87,427.84,1.19,0,0,,,,,382.72,0.38272,309.18,0.30918
18/01/2014,19:31:35,423.13,432.97,428.25,1.2,0,0,,,,,382.95,0.38295,314.4,0.3144
18/01/2014,19:36:35,423.39,433.27,428.58,1.21,0,0,,,,,391.28,0.39128,313.88,0.31388
18/01/2014,19:41:35,423.05,433.13,428.28,1.21,0,0,,,,,390.72,0.39072,311.65,0.31165
18/01/2014,19:46:35,423.18,433.46,428.59,1.22,0,0,,,,,394.64,0.39464,313.94,0.31394
18/01/2014,19:51:35,424.32,434.34,429.4,1.21,0,0,,,,,389.88,0.38988,312.15,0.31215
18/01/2014,19:56:35,423.71,433.86,428.88,1.21,0,0,,,,,390.99,0.39099,313.3,0.3133
18/01/2014,20:01:35,424.13,433.92,429.23,1.21,0,0,,,,,390.52,0.39052,311.77,0.31177
18/01/2014,20:06:35,424.22,434.08,429.32,1.2,0,0,,,,,387.5,0.3875,310.03,0.31003
18/01/2014,20:11:35,424.27,434.45,429.65,1.21,0,0,,,,,390.1,0.3901,312.78,0.31278
18/01/2014,20:16:35,424.45,434.71,430,1.23,0,0,,,,,398.47,0.39847,317.82,0.31782
18/01/2014,20:21:35,425,434.98,430.18,1.22,0,0,,,,,396.37,0.39637,315.32,0.31532
18/01/2014,20:26:35,424.4,434.72,429.61,1.21,0,0,,,,,393.47,0.39347,313.68,0.31368
18/01/2014,20:31:35,425.02,434.81,430.21,1.22,0,0,,,,,393.46,0.39346,316.58,0.31658
18/01/2014,20:36:35,419.64,429.82,424.73,1.15,0,0,,,,,365.77,0.36577,294.91,0.29491
18/01/2014,20:41:35,420.17,429.98,425.34,1.15,0,0,,,,,367.38,0.36738,296.82,0.29682
18/01/2014,20:46:35,421.48,430.7,426.29,1.17,0,0,,,,,373.91,0.37391,302.08,0.30208
18/01/2014,20:51:35,420.15,429.82,425.2,1.15,0,0,,,,,367.51,0.36751,296.33,0.29633
18/01/2014,20:56:35,425.16,434.83,430.44,1.22,0,0,,,,,395.22,0.39522,315.67,0.31567
18/01/2014,21:01:35,419.69,429.88,425.12,1.16,0,0,,,,,372.46,0.37246,296.69,0.29669
18/01/2014,21:06:35,424.64,434.47,429.81,1.2,0,0,,,,,387.48,0.38748,312.47,0.31247
18/01/2014,21:11:35,425.55,434.87,430.66,1.22,0,0,,,,,392.97,0.39297,318.64,0.31864
18/01/2014,21:16:35,420.13,429.95,425.1,1.16,0,0,,,,,368.86,0.36886,297.57,0.29757
18/01/2014,21:21:35,420.72,430.78,426.14,1.16,0,0,,,,,368.02,0.36802,299.3,0.2993
18/01/2014,21:26:35,421.4,431.02,426.44,1.18,0,0,,,,,378.43,0.37843,305.18,0.30518
18/01/2014,21:31:35,420.35,429.97,425.68,1.17,0,0,,,,,376.67,0.37667,300.44,0.30044
18/01/2014,21:36:35,422.19,431.29,426.91,1.17,0,0,,,,,374.25,0.37425,301.42,0.30142
18/01/2014,21:41:35,421.55,431.32,426.56,1.16,0,0,,,,,374.51,0.37451,297.39,0.29739
18/01/2014,21:46:35,421.3,430.91,426.37,1.17,0,0,,,,,375.74,0.37574,298.62,0.29862
18/01/2014,21:51:35,421.36,431.15,426.28,1.16,0,0,,,,,373.22,0.37322,297.69,0.29769
18/01/2014,21:56:35,421.26,431.21,426.61,1.16,0,0,,,,,374.69,0.37469,297.47,0.29747
18/01/2014,22:01:35,421.74,431.45,426.89,1.19,0,0,,,,,382.69,0.38269,304.14,0.30414
18/01/2014,22:06:35,423.42,432.77,428.37,1.2,0,0,,,,,386.88,0.38688,308.42,0.30842
18/01/2014,22:11:35,422.73,432.22,427.61,1.17,0,0,,,,,379.06,0.37906,298.58,0.29858
18/01/2014,22:16:35,422.95,432.57,427.87,1.19,0,0,,,,,383.31,0.38331,304.61,0.30461
18/01/2014,22:21:35,423.44,432.74,428.1,1.18,0,0,,,,,381.83,0.38183,305.41,0.30541
18/01/2014,22:26:35,423.52,432.85,428.42,1.19,0,0,,,,,383.76,0.38376,306.39,0.30639
18/01/2014,22:31:35,422.91,431.96,427.8,1.19,0,0,,,,,386.63,0.38663,305.47,0.30547
18/01/2014,22:36:35,422.52,432.45,428.06,1.2,0,0,,,,,389.58,0.38958,305.51,0.30551
18/01/2014,22:41:35,422.58,431.82,427.78,1.21,0,0,,,,,391.46,0.39146,307.66,0.30766
18/01/2014,22:46:35,423.95,433.67,429.23,1.19,0,0,,,,,387.92,0.38792,304.65,0.30465
18/01/2014,22:51:35,424.03,433.55,429.27,1.2,0,0,,,,,390.65,0.39065,308.31,0.30831
18/01/2014,22:56:35,421.36,431.27,426.82,1.17,0,0,,,,,379.46,0.37946,298.02,0.29802
18/01/2014,23:01:35,421.61,431.11,426.54,1.18,0,0,,,,,382.28,0.38228,298.98,0.29898
18/01/2014,23:06:35,421.2,430.73,426.4,1.18,0,0,,,,,381.27,0.38127,299.37,0.29937
18/01/2014,23:11:35,421.27,430.87,426.52,1.18,0,0,,,,,383.44,0.38344,296.85,0.29685
18/01/2014,23:16:35,420.98,430.71,426.1,1.17,0,0,,,,,377.98,0.37798,295.73,0.29573
18/01/2014,23:21:35,422.5,432.01,427.31,1.18,0,0,,,,,381.55,0.38155,301.11,0.30111
18/01/2014,23:26:35,420.86,430.84,426.14,1.18,0,0,,,,,380.66,0.38066,296.81,0.29681
18/01/2014,23:31:35,422.18,431.76,427.22,1.19,0,0,,,,,384.21,0.38421,301.24,0.30124
18/01/2014,23:36:35,422.96,432.48,428.11,1.19,0,0,,,,,386.66,0.38666,305.27,0.30527
18/01/2014,23:41:35,422.62,432.13,427.63,1.2,0,0,,,,,387.42,0.38742,305.77,0.30577
18/01/2014,23:46:35,422.85,432.11,427.95,1.2,0,0,,,,,388.97,0.38897,306.24,0.30624
18/01/2014,23:51:35,421.39,430.11,425.94,1.17,0,0,,,,,378.77,0.37877,298.74,0.29874
18/01/2014,23:56:35,421.16,430.7,425.99,1.17,0,0,,,,,378.09,0.37809,296.58,0.29658
19/01/2014,00:01:35,421.78,430.8,426.71,1.17,0,0,,,,,379.08,0.37908,298.05,0.29805
19/01/2014,00:06:35,421.49,431.1,426.49,1.17,0,0,,,,,377.83,0.37783,297.22,0.29722
19/01/2014,00:11:35,421.54,430.97,426.88,1.19,0,0,,,,,385.24,0.38524,298.38,0.29838
19/01/2014,00:16:35,421.94,431.6,427.18,1.19,0,0,,,,,384.83,0.38483,299.5,0.2995
19/01/2014,00:21:35,422.65,432.22,427.74,1.19,0,0,,,,,386.81,0.38681,302.56,0.30256
19/01/2014,00:26:35,424.05,433.21,428.54,1.21,0,0,,,,,393.08,0.39308,310.2,0.3102
19/01/2014,00:31:35,422.97,432.02,427.85,1.2,0,0,,,,,387.3,0.3873,305.55,0.30555
19/01/2014,00:36:35,423.13,431.74,427.54,1.19,0,0,,,,,386.24,0.38624,302.68,0.30268
19/01/2014,00:41:35,423.22,432.4,427.75,1.18,0,0,,,,,383.1,0.3831,303.42,0.30342
19/01/2014,00:46:35,423.14,431.91,427.94,1.21,0,0,,,,,390.3,0.3903,308.94,0.30894
19/01/2014,00:51:35,424.06,432.95,428.59,1.21,0,0,,,,,392.03,0.39203,308.05,0.30805
19/01/2014,00:56:35,423.69,433.01,428.63,1.21,0,0,,,,,392.03,0.39203,309.05,0.30905
19/01/2014,01:01:35,423.98,433.02,428.6,1.21,0,0,,,,,392,0.392,309.05,0.30905
19/01/2014,01:06:35,423.51,432.89,428.44,1.19,0,0,,,,,387.09,0.38709,305.32,0.30532
19/01/2014,01:11:35,423.55,432.87,428.37,1.2,0,0,,,,,388.8,0.3888,305.95,0.30595
19/01/2014,01:16:35,423.77,432.93,428.74,1.19,0,0,,,,,387.17,0.38717,306.47,0.30647
19/01/2014,01:21:35,423.44,432.55,428.84,1.21,0,0,,,,,392.88,0.39288,309.3,0.3093
19/01/2014,01:26:35,424.39,433.29,429.1,1.21,0,0,,,,,394.48,0.39448,308.32,0.30832
19/01/2014,01:31:35,424.71,433.66,429.33,1.21,0,0,,,,,395.08,0.39508,309.57,0.30957
19/01/2014,01:36:35,423.47,433,428.6,1.2,0,0,,,,,389.4,0.3894,305.65,0.30565
19/01/2014,01:41:35,424.04,433.12,428.66,1.19,0,0,,,,,387.27,0.38727,305.62,0.30562
19/01/2014,01:46:35,423.81,432.64,428.47,1.2,0,0,,,,,387.4,0.3874,307.26,0.30726
19/01/2014,01:51:35,423.69,432.94,428.49,1.19,0,0,,,,,386.09,0.38609,303.63,0.30363
19/01/2014,01:56:35,424.59,433.53,429.23,1.2,0,0,,,,,389.46,0.38946,307.21,0.30721
19/01/2014,02:01:35,423.78,433.25,428.43,1.21,0,0,,,,,395.1,0.3951,309.93,0.30993
19/01/2014,02:06:35,423.76,432.52,428.87,1.21,0,0,,,,,392.53,0.39253,308.08,0.30808
19/01/2014,02:11:35,424.39,434.07,429.42,1.23,0,0,,,,,399.9,0.3999,313.85,0.31385
19/01/2014,02:16:35,424.44,433.37,429.6,1.22,0,0,,,,,393.62,0.39362,314.48,0.31448
19/01/2014,02:21:35,424.91,433.72,429.36,1.21,0,0,,,,,393.22,0.39322,312.94,0.31294
19/01/2014,02:26:35,425.24,434.41,429.8,1.21,0,0,,,,,393.45,0.39345,310.6,0.3106
19/01/2014,02:31:35,424.99,434.08,429.87,1.21,0,0,,,,,394.42,0.39442,311.71,0.31171
19/01/2014,02:36:35,424.27,434.05,429.4,1.22,0,0,,,,,397.12,0.39712,312.56,0.31256
19/01/2014,02:41:35,423.77,433.12,428.58,1.21,0,0,,,,,395.17,0.39517,309.59,0.30959
19/01/2014,02:46:35,423.92,432.97,428.85,1.2,0,0,,,,,390.78,0.39078,308.3,0.3083
19/01/2014,02:51:35,423.91,432.82,428.99,1.2,0,0,,,,,388.94,0.38894,306.06,0.30606
19/01/2014,02:56:35,424.82,434.01,429.67,1.22,0,0,,,,,397.57,0.39757,312.83,0.31283
19/01/2014,03:01:35,424.68,433.84,429.74,1.21,0,0,,,,,391.88,0.39188,309.97,0.30997
19/01/2014,03:06:35,424.43,433.65,429.38,1.22,0,0,,,,,397.39,0.39739,313.29,0.31329
19/01/2014,03:11:35,425.3,434.1,430.23,1.22,0,0,,,,,398.4,0.3984,312.68,0.31268
19/01/2014,03:16:35,425,434.05,429.6,1.21,0,0,,,,,393.2,0.3932,310.29,0.31029
19/01/2014,03:21:35,423.41,432.13,428.27,1.2,0,0,,,,,389.93,0.38993,306.2,0.3062
19/01/2014,03:26:35,422.14,431.51,426.95,1.19,0,0,,,,,384.2,0.3842,303.39,0.30339
19/01/2014,03:31:35,422.12,430.92,426.77,1.18,0,0,,,,,380.83,0.38083,302.3,0.3023
19/01/2014,03:36:35,421.87,431.24,427.1,1.19,0,0,,,,,384.52,0.38452,301.96,0.30196
19/01/2014,03:41:35,421.68,431.25,426.85,1.18,0,0,,,,,383.2,0.3832,298.99,0.29899
19/01/2014,03:46:35,421.71,430.92,426.96,1.18,0,0,,,,,383.07,0.38307,301.18,0.30118
19/01/2014,03:51:35,422.74,431.86,427.39,1.18,0,0,,,,,382.7,0.3827,300.56,0.30056
19/01/2014,03:56:35,421.81,430.85,426.53,1.18,0,0,,,,,379.4,0.3794,300.08,0.30008
19/01/2014,04:01:35,422.16,431.13,427.11,1.18,0,0,,,,,381.63,0.38163,298.26,0.29826
19/01/2014,04:06:35,422.21,431.13,427.08,1.17,0,0,,,,,379.16,0.37916,299.3,0.2993
19/01/2014,04:11:35,422.29,431.6,426.94,1.19,0,0,,,,,384.68,0.38468,301.22,0.30122
19/01/2014,04:16:35,422.25,431.42,427.03,1.2,0,0,,,,,387.6,0.3876,304.91,0.30491
19/01/2014,04:21:35,422.89,431.79,427.95,1.19,0,0,,,,,384.49,0.38449,305.17,0.30517
19/01/2014,04:26:35,422.47,431.77,427.5,1.19,0,0,,,,,385.67,0.38567,301.15,0.30115
19/01/2014,04:31:35,421.46,431.03,426.88,1.18,0,0,,,,,380.11,0.38011,301.07,0.30107
19/01/2014,04:36:35,422.01,431.05,426.89,1.19,0,0,,,,,383.13,0.38313,303.63,0.30363
19/01/2014,04:41:35,422.02,430.98,426.94,1.19,0,0,,,,,382.15,0.38215,303.68,0.30368
19/01/2014,04:46:35,421.86,431.16,426.73,1.19,0,0,,,,,384.76,0.38476,305.16,0.30516
19/01/2014,04:51:35,422.52,431.68,427.16,1.19,0,0,,,,,386.54,0.38654,304.68,0.30468
19/01/2014,04:56:35,422.09,430.96,426.85,1.17,0,0,,,,,378.54,0.37854,299.98,0.29998
19/01/2014,05:01:35,421.95,430.97,426.72,1.18,0,0,,,,,381.27,0.38127,300.99,0.30099
19/01/2014,05:06:35,421.73,431.29,426.86,1.17,0,0,,,,,378.87,0.37887,298.68,0.29868
19/01/2014,05:11:35,422.24,431.25,426.95,1.18,0,0,,,,,379.9,0.3799,300.3,0.3003
19/01/2014,05:16:35,422.69,431.89,427.35,1.19,0,0,,,,,384.14,0.38414,302.29,0.30229
19/01/2014,05:21:35,422.54,431.56,427.36,1.19,0,0,,,,,385.92,0.38592,304.59,0.30459
19/01/2014,05:26:35,422.32,431.23,427.1,1.18,0,0,,,,,381.52,0.38152,298.94,0.29894
19/01/2014,05:31:35,422.29,431.31,427.15,1.18,0,0,,,,,382.24,0.38224,302.61,0.30261
19/01/2014,05:36:35,421.9,431.23,426.88,1.18,0,0,,,,,381.07,0.38107,298.88,0.29888
19/01/2014,05:41:35,421.75,430.75,426.62,1.17,0,0,,,,,376.83,0.37683,299.32,0.29932
19/01/2014,05:46:35,422.22,431.06,427.22,1.17,0,0,,,,,376.66,0.37666,298.03,0.29803
19/01/2014,05:51:35,421.9,431.35,427.1,1.19,0,0,,,,,385.17,0.38517,303.6,0.3036
19/01/2014,05:56:35,421.11,430.86,426.05,1.17,0,0,,,,,379,0.379,295.79,0.29579
19/01/2014,06:01:35,421.46,430.53,426.63,1.17,0,0,,,,,379.02,0.37902,297.87,0.29787
19/01/2014,06:06:35,421.73,430.82,426.84,1.18,0,0,,,,,379.06,0.37906,300.72,0.30072
19/01/2014,06:11:35,421.82,430.89,426.78,1.17,0,0,,,,,377.52,0.37752,296.57,0.29657
19/01/2014,06:16:35,421.82,431.16,426.66,1.18,0,0,,,,,380.79,0.38079,301.11,0.30111
19/01/2014,06:21:35,421.04,430.9,426.11,1.17,0,0,,,,,379.1,0.3791,296.08,0.29608
19/01/2014,06:26:35,421.09,430.65,425.82,1.17,0,0,,,,,377.74,0.37774,298.17,0.29817
19/01/2014,06:31:35,421.13,430.54,426.52,1.18,0,0,,,,,380.1,0.3801,300.46,0.30046
19/01/2014,06:36:35,420.1,429.53,425.17,1.16,0,0,,,,,374.39,0.37439,293.91,0.29391
19/01/2014,06:41:35,426.42,436.12,431.15,1.21,0,0,,,,,395.75,0.39575,310.93,0.31093
19/01/2014,06:46:35,426.01,435.94,430.84,1.21,0,0,,,,,395.07,0.39507,310.66,0.31066
19/01/2014,06:51:35,424.95,434.53,429.72,1.2,0,0,,,,,393.09,0.39309,307.59,0.30759
19/01/2014,06:56:35,425.31,435,430.38,1.22,0,0,,,,,396.92,0.39692,312.74,0.31274
19/01/2014,07:01:35,426.03,435.75,431.03,1.23,0,0,,,,,403,0.403,317.03,0.31703
19/01/2014,07:06:35,421.39,430.64,426.43,1.17,0,0,,,,,375.17,0.37517,298.05,0.29805
19/01/2014,07:11:35,421.81,431.26,426.51,1.16,0,0,,,,,376.66,0.37666,296.01,0.29601
19/01/2014,07:16:35,422.14,431.23,426.86,1.15,0,0,,,,,371.72,0.37172,294.57,0.29457
19/01/2014,07:21:35,422.67,431.69,427.29,1.16,0,0,,,,,374.45,0.37445,297.01,0.29701
19/01/2014,07:26:35,420.99,430.31,425.76,1.17,0,0,,,,,378.07,0.37807,294.31,0.29431
19/01/2014,07:31:35,421.24,430.67,425.97,1.16,0,0,,,,,375.6,0.3756,296.24,0.29624
19/01/2014,07:36:35,421.82,430.97,426.86,1.15,0,0,,,,,371.73,0.37173,294.28,0.29428
19/01/2014,07:41:35,426.91,436.25,431.81,1.23,0,0,,,,,402.93,0.40293,315.28,0.31528
19/01/2014,07:46:35,425.47,434.27,430.06,1.2,0,0,,,,,391.85,0.39185,307.59,0.30759
19/01/2014,07:51:35,426.01,435.12,430.77,1.2,0,0,,,,,391.45,0.39145,311.01,0.31101
19/01/2014,07:56:35,425.77,435.18,430.65,1.21,0,0,,,,,395.53,0.39553,312.36,0.31236
19/01/2014,08:01:35,426.61,436.14,431.36,1.21,0,0,,,,,436.77,0.43677,231.38,0.23138
19/01/2014,08:06:35,422.07,431.37,426.8,1.53,0,1.02,,,,,1013.75,1.01375,197.74,0.19774
19/01/2014,08:11:35,426.94,435.67,431.36,1.81,0.98,1.26,,,,,1242.92,1.24292,199.79,0.19979
19/01/2014,08:16:35,427.89,437.23,432.08,2.21,1.45,1.73,,,,,1622.2,1.6222,195.09,0.19509
19/01/2014,08:21:35,427.6,436.46,431.99,2.79,1.92,2.25,,,,,2044.57,2.04457,170.4,0.1704
19/01/2014,08:26:35,428.26,437.16,432.97,3.1,2.23,2.6,,,,,2302.61,2.30261,162.28,0.16228
19/01/2014,08:31:35,428.83,438.48,433.45,3.64,2.92,3.2,,,,,2757.34,2.75734,148.61,0.14861
19/01/2014,08:36:35,429.13,438.26,433.77,4.14,3.43,3.7,,,,,3146.42,3.14642,133.17,0.13317
19/01/2014,08:41:35,428.81,438.07,433.66,4.62,3.93,4.21,,,,,3518.47,3.51847,124.03,0.12403
19/01/2014,08:46:35,429.58,438.53,433.91,4.71,4.02,4.29,,,,,3586.14,3.58614,118.77,0.11877
19/01/2014,08:51:35,430.08,439.12,434.73,5.35,4.63,4.9,,,,,4065.35,4.06535,92.48,0.09248
19/01/2014,08:56:35,430.57,439.97,435.06,5.67,4.99,5.21,,,,,4311.65,4.31165,96.28,0.09628
19/01/2014,09:01:35,430.8,440.06,435.64,5.81,5.11,5.38,,,,,4435.1,4.4351,90.49,0.09049
19/01/2014,09:06:35,429.27,438.59,434.14,5.84,5.13,5.44,,,,,4442.64,4.44264,86.86,0.08686
19/01/2014,09:11:35,429.5,439.13,434.43,5.94,5.36,5.58,,,,,4565.59,4.56559,84.36,0.08436
19/01/2014,09:16:35,433.05,442.5,437.7,6.25,5.54,5.81,,,,,4795.36,4.79536,73.27,0.07327
19/01/2014,09:21:35,432.17,441.8,436.7,6.27,5.62,5.88,,,,,4825.22,4.82522,83.9,0.0839
19/01/2014,09:26:35,432.58,441.82,437.25,6.49,5.8,6.07,,,,,4976.97,4.97697,64.57,0.06457
19/01/2014,09:31:35,432.88,441.57,437.11,6.43,5.68,5.92,,,,,4900.24,4.90024,86.49,0.08649
19/01/2014,09:36:35,431.48,440.75,436.33,6.56,5.81,6.04,,,,,4978.64,4.97864,65.2,0.0652
19/01/2014,09:41:35,430.59,439.3,435.15,5.23,4.53,4.81,,,,,3996.14,3.99614,99.23,0.09923
19/01/2014,09:46:35,431.45,440.99,436.3,5.72,5.06,5.3,,,,,4393.02,4.39302,90.36,0.09036
19/01/2014,09:51:35,433.28,442.29,437.7,6.82,6.14,6.41,,,,,5243.07,5.24307,56.86,0.05686
19/01/2014,09:56:35,433.94,443.07,438.33,6.92,6.19,6.48,,,,,5311.25,5.31125,56.34,0.05634
19/01/2014,10:01:35,429.96,439.02,434.19,7.06,6.34,6.6,,,,,5353.08,5.35308,38.27,0.03827
19/01/2014,10:06:35,429.24,438.19,433.27,7.07,6.37,6.58,,,,,5344.9,5.3449,30.57,0.03057
19/01/2014,10:11:35,428.98,437.13,432.88,7.18,6.49,6.6,,,,,5387.78,5.38778,0.81,0.00081
19/01/2014,10:16:35,431.38,440.42,435.77,5.87,5.18,5.24,,,,,4431.88,4.43188,51.34,0.05134
19/01/2014,10:21:35,433.41,442.15,437.61,6.76,6.05,6.18,,,,,5141.48,5.14148,16.64,0.01664
19/01/2014,10:26:35,430.67,439.83,435.26,5.02,4.38,4.55,,,,,3835.32,3.83532,61.32,0.06132
19/01/2014,10:31:35,432.45,441.31,436.84,6.3,5.57,5.68,,,,,4759.8,4.7598,18.22,0.01822
19/01/2014,10:36:35,432,441.59,436.39,6.81,6.06,6.17,,,,,5136.89,5.13689,-10.55,-0.01055
19/01/2014,10:41:35,429.74,438.85,434.53,5.24,4.48,4.57,,,,,3905.91,3.90591,32.03,0.03203
19/01/2014,10:46:35,430.17,439.43,435.07,5.61,4.9,4.91,,,,,4189.45,4.18945,3.6,0.0036
19/01/2014,10:51:35,430.95,439.62,435.32,5.42,4.74,4.74,,,,,4056.1,4.0561,3.2,0.0032
19/01/2014,10:56:35,430.47,440.03,435.21,5.64,4.96,4.91,,,,,4210.41,4.21041,-8.08,-0.00808
19/01/2014,11:01:35,431.98,441.45,436.54,6.87,6.16,6.13,,,,,5147.69,5.14769,-43.76,-0.04376
19/01/2014,11:06:35,431.2,440.29,435.62,6.24,5.52,5.44,,,,,4642.92,4.64292,-33.07,-0.03307
19/01/2014,11:11:35,430.5,439.71,434.99,6.35,5.7,5.59,,,,,4737.02,4.73702,-48.86,-0.04886
19/01/2014,11:16:35,431.39,440.39,435.84,7.04,6.34,6.25,,,,,5248.5,5.2485,-72.98,-0.07298
19/01/2014,11:21:35,431.68,440.53,436.49,7.2,6.45,6.36,,,,,5352.29,5.35229,-79.25,-0.07925
19/01/2014,11:26:35,432.22,440.96,436.17,7.64,6.9,6.76,,,,,5681.8,5.6818,-105.18,-0.10518
19/01/2014,11:31:35,432.04,440.65,436.37,7.49,6.76,6.66,,,,,5588.32,5.58832,-105.37,-0.10537
19/01/2014,11:36:35,432.37,441.87,437.08,7.5,6.79,6.63,,,,,5581.91,5.58191,-112.3,-0.1123
19/01/2014,11:41:35,433.05,442.41,437.81,7.79,7.05,6.88,,,,,5811.44,5.81144,-123.08,-0.12308
19/01/2014,11:46:35,432.63,441.72,436.89,7.69,7.04,6.85,,,,,5756.09,5.75609,-126.19,-0.12619
19/01/2014,11:51:35,432.75,441.89,436.82,7.96,7.15,6.89,,,,,5898.53,5.89853,-118.32,-0.11832
19/01/2014,11:56:35,432.45,441.65,436.74,7.7,6.95,6.76,,,,,5718.93,5.71893,-136,-0.136
19/01/2014,12:01:35,432.01,440.48,436.07,7.58,6.78,6.66,,,,,5615.43,5.61543,-82.32,-0.08232
19/01/2014,12:06:35,432.41,441.5,436.79,7.55,6.82,6.62,,,,,5599.48,5.59948,-139.11,-0.13911
19/01/2014,12:11:35,432.44,441.4,436.62,7.62,6.85,6.65,,,,,5646.82,5.64682,-160.85,-0.16085
19/01/2014,12:16:35,431.53,440.67,435.97,7.54,6.82,6.59,,,,,5592.93,5.59293,-155.99,-0.15599
19/01/2014,12:21:35,432.25,441.7,437.08,7.72,6.92,6.78,,,,,5737.86,5.73786,-156.75,-0.15675
19/01/2014,12:26:35,431.87,441.04,436.38,7.74,6.83,6.65,,,,,5718.12,5.71812,-145.61,-0.14561
19/01/2014,12:31:35,431.92,441.27,436.61,7.89,6.74,6.58,,,,,5820.12,5.82012,-5.63,-0.00563
19/01/2014,12:36:35,431.37,440.33,436.08,7.59,6.46,6.27,,,,,5583.58,5.58358,-12.51,-0.01251
19/01/2014,12:41:35,432.09,441.06,436.52,7.68,6.52,6.31,,,,,5646.85,5.64685,-23.48,-0.02348
19/01/2014,12:46:35,431.98,440.87,436.41,7.77,6.58,6.32,,,,,5700.25,5.70025,-2.75,-0.00275
19/01/2014,12:51:35,432.29,440.89,436.71,7.76,6.47,6.27,,,,,5686.51,5.68651,25.7,0.0257
19/01/2014,12:56:35,431.61,440.92,436.06,7.76,6.51,6.3,,,,,5702.53,5.70253,22.31,0.02231
19/01/2014,13:01:35,431.25,440.56,435.81,7.52,6.41,6.24,,,,,5555.49,5.55549,-12.69,-0.01269
19/01/2014,13:06:35,431.38,440.23,435.56,7.28,6.35,6.07,,,,,5336.3,5.3363,-135.41,-0.13541
19/01/2014,13:11:35,431.1,439.91,435.48,7.37,6.2,5.98,,,,,5395.52,5.39552,-9.37,-0.00937
19/01/2014,13:16:35,431.64,440.7,435.95,7.31,6.38,6.16,,,,,5395.14,5.39514,-113.39,-0.11339
19/01/2014,13:21:35,431.47,440.24,435.9,7.48,6.32,6.09,,,,,5497.8,5.4978,10.12,0.01012
19/01/2014,13:26:35,430.83,439.43,435.63,7.42,6.31,6.08,,,,,5447.48,5.44748,-31.82,-0.03182
19/01/2014,13:31:35,431.22,440.51,435.99,7.33,6.17,5.96,,,,,5376.72,5.37672,-37.63,-0.03763
19/01/2014,13:36:35,431.28,440.47,436.06,7.3,6.1,5.88,,,,,5341.66,5.34166,-11.58,-0.01158
19/01/2014,13:41:35,431.31,440.29,435.83,7.14,5.82,5.61,,,,,5202.7,5.2027,42.72,0.04272
19/01/2014,13:46:35,430.86,439.89,435.7,7.27,5.98,5.75,,,,,5275.35,5.27535,-7.56,-0.00756
19/01/2014,13:51:35,429.73,438.27,434.01,6.77,5.93,5.67,,,,,4927.49,4.92749,-172.07,-0.17207
19/01/2014,13:56:35,430.89,439.62,435.22,6.91,6,5.8,,,,,5067.63,5.06763,-175.49,-0.17549
19/01/2014,14:01:35,430.96,440.23,434.98,6.83,5.67,5.42,,,,,4984.55,4.98455,-13.94,-0.01394
19/01/2014,14:06:35,430.82,439.62,434.71,6.62,5.48,5.25,,,,,4820.32,4.82032,50.23,0.05023
19/01/2014,14:11:35,431.1,439.98,435.32,6.99,5.78,5.52,,,,,5084.26,5.08426,27.11,0.02711
19/01/2014,14:16:35,430.12,439.15,434.34,6.47,5.42,5.15,,,,,4702.9,4.7029,-12.43,-0.01243
